id,level,source_page,section,entry_type,word,article,plural,word_type,verb_present,verb_perfect,translation_en,translation_tr,translation_ru,translation_uk,translation_fa,translation_ar,difficulty,category_id,example_de
544,A2,16,G,main,Glück-,der,,Noun,,,congratulations (compound),tebrik- (önek),поздравления- (часть сложного слова),вітання- (частина складного слова),تبریک-,تهانٍ (بادئة تركيبية),5,21,Ich schicke dir einen Glückwunsch zum Geburtstag.
545,A2,16,G,main,gratulieren,,,Verb,gratuliert,hat gratuliert,to congratulate,tebrik etmek,поздравлять,вітати / поздоровляти,تبریک گفتن,يهنئ,10,21,Ich gratuliere dir zu deiner Beförderung.
546,A2,16,G,main,grillen,,,Verb,grillt,hat gegrillt,to grill / barbecue,mangal yapmak,жарить на гриле / барбекю,смажити на грилі / барбекювати,کباب کردن,يشوي,8,5,Im Sommer grillen wir oft im Garten.
547,A2,16,G,main,Grippe,die,,Noun,,,flu / influenza,grip,грипп,грип,آنفلوانزا,إنفلونزا,5,4,Ich habe die Grippe und bleibe zu Hause.
548,A2,16,G,main,groß,,,Other,,,big / tall,büyük,большой / высокий,великий / високий,بزرگ / بلندقد,كبير / طويل,1,21,Der Berg ist sehr groß.
549,A2,16,G,main,Größe,die,-n,Noun,,,size / height,büyüklük,размер / рост,розмір / зріст,اندازه / قد,حجم / طول / قامة,2,7,Welche Schuhgröße haben Sie?
550,A2,16,G,main,Gruß,der,¨-e,Noun,,,greeting,selam,приветствие,привітання,سلام / درود,تحية,4,21,Er schickt mir einen herzlichen Gruß.
551,A2,16,G,main,günstig,,,Other,,,cheap / favorable,uygun fiyatlı,дешёвый / выгодный,дешевий / вигідний,ارزان / مناسب,رخيص / مناسب,8,12,Dieses Hotel ist sehr günstig.
552,A2,16,A,main,am,,,Other,,,at the / on the,-de / -da,у / на,у / на,در / روی,في الـ / على الـ,1,21,Am Wochenende bin ich am liebsten zu Hause.
553,A2,16,H,main,Haar,das,-e,Noun,,,hair,saç,волосы,волосся,مو,شعر,1,4,Ich wasche mir die Haare jeden Morgen.
554,A2,16,H,main,Hähnchen,das,-,Noun,,,chicken,tavuk,цыплёнок,курча / курятина,مرغ / جوجه,دجاجة / فروج,9,5,Heute Abend esse ich gegrilltes Hähnchen.
555,A2,16,G,main,Gehalt,das,¨-er,Noun,,,salary / wage,maaş,зарплата / оклад,зарплата / оклад,حقوق,راتب / أجر,8,8,Er bekommt ein gutes Gehalt in seinem neuen Job.
556,A2,16,G,main,gehören,,,Verb,gehört,hat gehört,to belong to,ait olmak,принадлежать,належати,متعلق بودن,ينتمي إلى,8,21,Dieses Wörterbuch gehört mir.
557,A2,16,G,main,Geld,das,,Noun,,,money,para,деньги,гроші,پول,مال / نقود,1,12,Ich habe kein Geld mehr.
558,A2,16,G,main,Geldbörse,die,-n,Noun,,,purse / wallet,cüzdan,кошелёк,гаманець,کیف پول,محفظة نقود,9,12,Ich habe meine Geldbörse vergessen.
559,A2,16,G,main,genug,,,Other,,,enough,yeterli,достаточно,достатньо,کافی,كافٍ / يكفي,2,21,Ich habe genug Wasser getrunken.
560,A2,16,G,main,Gepäck,das,,Noun,,,luggage,eşya / bavul,багаж,багаж,چمدان / بار,أمتعة,3,10,Ich gebe mein Gepäck am Schalter ab.
561,A2,16,G,main,gerade,,,Other,,,just / straight / at the moment,şu anda / tam,как раз / прямо / в данный момент,якраз / прямо / зараз,همین الآن / درست / مستقیم,للتو / مستقيم / في الوقت الحالي,5,21,Ich bin gerade am Essen.
562,A2,16,A,main,am,,,Other,,,at the / on the,-de / -da,у / на,у / на,در / روی,في الـ / على الـ,1,21,Das Konzert beginnt am Abend.
563,A2,16,G,main,Geschäft,das,-e,Noun,,,shop / store / business,mağaza / işyeri,магазин / дело / бизнес,магазин / справа / бізнес,مغازه / کسب‌وکار,محل / متجر / عمل,3,12,Ich kaufe Lebensmittel im Geschäft.
564,A2,16,G,main,Geschirr,das,,Noun,,,dishes / crockery,çanak çömlek,посуда,посуд,ظرف‌ها,أواني / أطباق,6,5,Ich spüle nach dem Essen das Geschirr.
565,A2,16,G,main,Gespräch,das,-e,Noun,,,conversation / talk,sohbet / konuşma,разговор / беседа,розмова / бесіда,گفت‌وگو,محادثة / حوار,3,13,Wir haben ein langes Gespräch geführt.
566,A2,16,G,main,gestern,,,Verb,,,yesterday,dün,вчера,вчора,دیروز,أمس,2,2,Gestern war ich sehr müde.
567,A2,16,G,main,Getränk,das,-e,Noun,,,drink / beverage,içecek,напиток,напій,نوشیدنی,مشروب,3,5,Ich bestelle ein Getränk im Café.
568,A2,17,H,main,herein,,,Other,,,in here / come in,içeri / içeri gir,сюда / входите,сюди / заходьте,بیا تو / داخل,تفضل بالدخول / ادخل,5,21,Bitte kommen Sie herein!
569,A2,17,H,main,rein,,,Other,,,in / inside / into,içine / içeri / içine doğru,"внутрь / внутрь чего-то / внутрь, вовнутрь",всередину / всередину чогось,داخل / به داخل,داخل / إلى الداخل,4,21,Ich komme gleich rein.
570,A2,17,H,main,Herd,der,-e,Noun,,,stove / cooker,ocak,плита,плита,اجاق گاز,موقد / طباخ,4,6,Der Herd in unserer Küche ist neu.
571,A2,17,H,main,Herr,der,-en,Noun,,,Mr. / gentleman,Bey / efendi,господин / мужчина,пан,آقا,السيد / رجل نبيل,1,3,Ein Herr fragt mich nach dem Weg.
572,A2,17,H,main,herunterladen,,,Verb,lädt herunter,hat heruntergela,to download,indirmek,скачивать,завантажувати,دانلود کردن,يُنزّل / يحمّل,10,17,Ich lade die Datei herunter.
573,A2,17,H,main,herzlich,,,Other,,,heartfelt / warm / cordial,samimi / içten,сердечный / тёплый / радушный,щирий / сердечний / теплий,صمیمانه / گرم,حار / دافئ / صادق,9,21,Ich bedanke mich herzlich für die Einladung.
574,A2,17,H,main,Hilfe,die,,Noun,,,help / assistance,yardım,помощь,допомога,کمک,مساعدة / عون,2,21,Ich brauche deine Hilfe.
575,A2,17,H,main,Himmel,der,,Noun,,,sky / heaven,gökyüzü / cennet,небо / небеса,небо / рай,آسمان / بهشت,سماء / جنة,8,14,Der Himmel ist heute blau und klar.
576,A2,17,H,main,hin / hin- / -hin,,,Other,,,there / towards (directional prefix),orada / -e (yönelme eki),туда / по направлению (приставка),туди / у напрямку (префікс),به آن‌سو / به سمت,هناك / نحو (بادئة اتجاهية),10,21,Ich gehe zum Bahnhof hin.
577,A2,17,H,main,hinten,,,Verb,,,at the back / behind,arkada,сзади / позади,позаду,پشت / عقب,في الخلف / خلفًا,5,21,Das Büro ist hinten im Gebäude.
578,A2,17,H,main,hinter,,,Other,,,behind,arkasında,за,за / позаду,پشت,خلف / وراء,5,21,Das Café ist hinter dem Bahnhof.
579,A2,17,H,main,Hobby,das,-s,Noun,,,hobby,hobi,хобби,хобі,سرگرمی,هواية,2,15,Mein Hobby ist Lesen.
580,A2,17,H,main,Hochzeit,die,-en,Noun,,,wedding,düğün,свадьба,весілля,عروسی,زفاف / عرس,3,3,Wir feiern die Hochzeit im Sommer.
581,A2,17,H,main,hoffen,,,Verb,hofft,hat gehofft,to hope,ummak / ümit etmek,надеяться,сподіватися,امیدوار بودن,يأمل,3,19,"Ich hoffe, dass das Wetter morgen besser wird."
582,A2,17,H,main,Homepage,die,-s,Noun,,,homepage / website,ana sayfa / web sitesi,домашняя страница / сайт,домашня сторінка / вебсайт,صفحه اصلی / وب‌سایت,صفحة رئيسية / موقع إلكتروني,9,13,Du findest alle Informationen auf unserer Homepage.
583,A2,17,H,main,hören,,,Verb,hört,,to hear / listen,duymak / dinlemek,слышать / слушать,чути / слухати,شنیدن / گوش دادن,يسمع / يستمع,2,13,Ich höre gern Musik.
584,A2,17,H,main,Hose,die,-n,Noun,,,trousers / pants,pantolon,брюки,штани,شلوار,بنطال / سروال,1,7,Diese Hose ist ein bisschen zu eng.
585,A2,17,H,main,Hunger,der,,Noun,,,hunger,açlık,голод,голод,گرسنگی,جوع,3,5,Nach dem langen Spaziergang hatte ich großen Hunger.
586,A2,17,H,main,hallo,,,Other,,,hello,merhaba,привет,привіт,سلام,مرحبًا,2,21,Hallo! Wie geht es dir?
587,A2,17,H,main,Hals,der,¨-e,Noun,,,throat / neck,boğaz / boyun,горло / шея,горло / шия,گلو / گردن,حلق / عنق,8,4,Mein Hals tut weh.
588,A2,17,H,main,halten,,,Verb,hält,hat gehalten,to hold / stop,tutmak / durdurmak,держать / останавливаться,тримати / зупинятися,نگه داشتن / توقف کردن,يمسك / يتوقف,8,21,Die Haltestelle ist drei Minuten vom Haus entfernt.
589,A2,17,H,main,Haltestelle,die,-n,Noun,,,bus stop / tram stop,durak,остановка,зупинка,ایستگاه,موقف الحافلة / موقف الترام,10,11,Die nächste Haltestelle ist der Marktplatz.
590,A2,17,H,main,hängen,,,Verb,hängt,,to hang,asılı durmak / asmak,висеть,висіти,آویزان بودن / آویزان کردن,يعلّق,8,21,Das Bild hängt an der Wand.
591,A2,17,B,main,Bild,das,,Noun,,,picture / image,resim,картинка / изображение,картина / зображення,تصویر / عکس,صورة / لوحة,1,16,Das Bild an der Wand gefällt mir sehr.
592,A2,17,H,main,hart,,,Other,,,hard,sert,твёрдый,твердий / жорсткий,سخت,صعب / قاسٍ,4,21,Das Brot ist hart.
593,A2,17,H,main,hässlich,,,Other,,,ugly,çirkin,уродливый,негарний / бридкий,زشت,قبيح,9,21,Das Gebäude ist sehr hässlich.
594,A2,17,H,main,Hauptstadt,die,¨-e,Noun,,,capital city,başkent,столица,столиця,پایتخت,عاصمة,10,20,Berlin ist die Hauptstadt von Deutschland.
595,A2,17,H,main,Haushalt,der,-e,Noun,,,household,hane / ev işi,домашнее хозяйство,домашнє господарство,خانه‌داری / خانوار,منزل / أسرة,9,6,Sie führt den Haushalt sehr ordentlich.
596,A2,17,H,main,Heft,das,-e,Noun,,,notebook / exercise book,defter,тетрадь,зошит,دفتر,دفتر / كراسة,8,9,Ich schreibe meine Notizen in ein Heft.
597,A2,17,H,main,Heimat,die,,Noun,,,home / homeland,yurt / vatan,родина / дом,батьківщина / рідний край,میهن / زادگاه,وطن / موطن,8,6,Berlin ist meine Heimat.
598,A2,17,H,main,heiraten,,,Verb,heiratet,,to marry,evlenmek,жениться / выходить замуж,одружуватися / виходити заміж,ازدواج کردن,يتزوج,3,3,Sie heiraten im April.
599,A2,17,H,main,heißen,,,Verb,heißt,hat geheißen,to be called / named,adlandırılmak / isim olmak,называться,називатися,نام داشتن / نامیده شدن,يُسمى / اسمه,3,21,Ich heiße Maria.
600,A2,17,H,main,Heizung,die,-en,Noun,,,heating,kalorifer / ısınma,отопление,опалення,گرمایش / بخاری,تدفئة,8,6,Die Heizung in meiner Wohnung ist kaputt.
601,A2,17,H,main,hell,,,Other,,,bright / light,parlak,светлый / яркий,світлий / яскравий,روشن / نورانی,مضيء / فاتح,4,21,Im Sommer ist es bis abends hell.
602,A2,17,H,main,Hemd,das,-en,Noun,,,shirt,gömlek,рубашка,сорочка,پیراهن,قميص,8,7,Er trägt ein weißes Hemd.
603,A2,17,H,main,her / her- / -her,,,Other,,,here / from there (directional prefix),burada / oradan (önek),сюда / оттуда (приставка),сюди / звідти (префікс),اینجا / به این‌سو,من هناك / إلى هنا (بادئة اتجاهية),10,21,Komm bitte her!
604,A2,17,H,main,heraus,,,Other,,,out here / out,dışarı / buraya dışarı,наружу / сюда наружу,назовні / звідси,بیرون / به بیرون,إلى الخارج / خارجًا,5,21,Der Hund läuft aus dem Haus heraus.
605,A2,17,H,main,raus,,,Other,,,out / outside (colloquial),dışarı / dışarıya (konuşma dili),вон / наружу (разг.),надвір / назовні (розм.),بیرون,خارج (عامي),4,21,"Komm raus, das Wetter ist schön!"
606,A2,18,J,main,jung,,,Other,,,young,genç,молодой,молодий,جوان,شاب / صغير,1,21,Meine Schwester ist jünger und jünger sieht sie auch aus.
607,A2,18,J,main,Junge,der,-n,Noun,,,boy,erkek çocuk,мальчик,хлопець,پسر,فتى / ولد,2,3,Der Junge spielt im Garten.
608,A2,18,K,main,Kaffee,der,-s,Noun,,,coffee,kahve,кофе,кава,قهوه,قهوة,3,5,Ich trinke morgens einen Kaffee.
609,A2,18,K,main,Kalender,der,-,Noun,,,calendar,takvim,календарь,календар,تقویم,تقويم / روزنامة,6,2,"Im Kalender sehe ich, dass morgen ein Feiertag ist."
610,A2,18,K,main,kalt,,,Other,,,cold,soğuk,холодный,холодний,سرد,بارد,1,21,Im Winter ist es oft kalt.
611,A2,18,K,main,Kamera,die,-s,Noun,,,camera,kamera,камера,камера,دوربین,كاميرا,8,16,Ich mache ein Foto mit meiner Kamera.
612,A2,18,K,main,Kartoffel,die,-n,Noun,,,potato,patates,картофель,картопля,سیب‌زمینی,بطاطس,9,5,Ich kaufe Kartoffeln auf dem Markt.
613,A2,18,K,main,Kaufhaus,das,-¨er,Noun,,,department store,alışveriş merkezi / büyük mağaza,универмаг,універмаг,فروشگاه بزرگ,مركز تجاري / بازار,9,12,Im Kaufhaus gibt es viele verschiedene Produkte.
614,A2,18,K,main,Keller,der,-,Noun,,,cellar / basement,kiler / bodrum,подвал,підвал / льох,زیرزمین / انبار,قبو / سرداب,8,6,Unser Keller ist voll mit alten Möbeln.
615,A2,18,K,main,kennen,,,Verb,kennt,hat gekannt,to know (a person or place),tanımak,знать (человека или место),знати (людину або місце),شناختن,يعرف (شخصًا أو مكانًا),3,21,Ich kenne ihn schon seit drei Jahren.
616,A2,18,K,main,kennenlernen,,,Verb,lernt kennen,,to get to know / meet,tanışmak,знакомиться / узнавать,познайомитися / дізнатися,آشنا شدن,يتعرف على / يلتقي بـ,10,3,Wir haben uns auf der Party kennengelernt.
617,A2,18,K,main,Kenntnisse,die,,Noun,,,knowledge / skills,bilgiler / yetkinlikler,знания / навыки,знання / навички,دانش / مهارت‌ها,معرفة / مهارات,10,9,Er hat gute Deutschkenntnisse.
618,A2,18,K,main,Kette,die,-n,Noun,,,chain / necklace,zincir / kolye,цепочка / ожерелье,ланцюжок / намисто,زنجیر / گردنبند,سلسلة / عقد,8,7,Sie trägt eine schöne goldene Kette.
619,A2,18,K,main,Kind,das,-er,Noun,,,child,çocuk,ребёнок,дитина,کودک,طفل,1,3,Das Kind geht in die Grundschule.
620,A2,18,I,main,immer,,,Other,,,always,her zaman,всегда,завжди,همیشه,دائمًا,2,21,Ich trinke immer Wasser beim Essen.
621,A2,18,I,main,Information,die,-en,Noun,,,information,bilgi,информация,інформація,اطلاعات,معلومات,7,13,Für mehr Informationen rufen Sie uns an.
622,A2,18,I,main,informieren,,,Verb,,,to inform,bilgilendirmek,информировать,інформувати,اطلاع دادن,يُعلم / يُخبر,10,21,Ich informiere mich täglich über die Nachrichten.
623,A2,18,I,main,Insel,die,-n,Noun,,,island,ada,остров,острів,جزیره,جزيرة,5,14,Ich war noch nie auf einer Insel.
624,A2,18,I,main,Instrument,das,-e,Noun,,,instrument,enstrüman,инструмент,інструмент,ساز / ابزار,آلة موسيقية,7,16,Ich spiele ein Instrument in der Schulband.
625,A2,18,I,main,interessieren,,,Verb,interessiert,,to interest,ilgilendirmek,интересовать,цікавити,علاقه‌مند کردن,يُثير اهتمام,10,21,Das Thema interessiert mich sehr.
626,A2,18,I,main,international,,,Other,,,international,uluslararası,международный,міжнародний,بین‌المللی,دولي,10,18,Die Firma ist international tätig.
627,A2,18,I,main,Internet,das,,Noun,,,internet,internet,интернет,інтернет,اینترنت,إنترنت,3,13,Ich lese die Nachrichten im Internet.
628,A2,18,I,main,Interview,das,-s,Noun,,,interview,röportaj / mülakat,интервью,інтерв'ю,مصاحبه,مقابلة,9,13,Das Interview war sehr interessant.
629,A2,18,J,main,ja,,,Other,,,yes,evet,да,так,بله,نعم,1,21,"Ja, ich komme morgen."
630,A2,18,J,main,Jacke,die,-n,Noun,,,jacket,ceket,куртка,куртка,کت / ژاکت,سترة / جاكيت,2,7,"Ich ziehe die Jacke an, weil es kalt ist."
631,A2,18,J,main,jemand,,,Other,,,someone / somebody,biri,кто-то,хтось,کسی,شخص ما / أحد,3,21,Jemand hat mein Handy gefunden.
632,A2,18,J,main,joggen,,,Verb,joggt,,to jog / go jogging,jog yapmak / koşmak,бегать трусцой,бігати підтюпцем / займатися джогінгом,آهسته دویدن,يركض / يمشي بسرعة,5,15,Ich jogge jeden Morgen im Park.
633,A2,18,J,main,Jugend-,die,,Noun,,,youth hostel (compound),gençlik- (önek),молодёжный хостел- (часть сложного слова),молодіжний хостел (частина складного слова),جوانان-,شباب- (بادئة تركيبية),6,10,Ich übernachte in einer Jugendherberge.
634,A2,19,K,main,kostenlos,,,Other,,,free of charge,ücretsiz,бесплатный,безкоштовний,رایگان,مجاني / بلا رسوم,7,12,Der Eintritt ist kostenlos.
635,A2,19,K,main,krank,,,Other,,,sick / ill,hasta,больной,хворий,بیمار,مريض / عليل,2,4,Er ist krank und bleibt heute zu Hause.
636,A2,19,K,main,Kranken-,das,,Noun,,,hospital (compound),hastane- (önek),больница- (часть сложного слова),лікарня (частина складного слова),بیمارستان-,مستشفى- (بادئة تركيبية),9,4,Er liegt im Krankenhaus.
637,A2,19,K,main,Kranken-,die,,Noun,,,health insurance / nurse (compound),sağlık- (önek),медстраховка / медсестра- (часть сложного слова),медичне страхування / медсестра (частина складного слова),بیمه درمانی- / پرستار-,تأمين صحي / ممرض (مركب),9,4,Die Krankenkasse bezahlt die Arztkosten.
638,A2,19,K,main,Krankheit,die,-en,Noun,,,illness / disease,hastalık,болезнь,хвороба,بیماری,مرض / داء,9,4,Diese Krankheit ist sehr ansteckend.
639,A2,19,K,main,Kreuzung,die,-en,Noun,,,crossroads / intersection,kavşak,перекрёсток,перехрестя,تقاطع,تقاطع طرق / تقاطع,9,11,An der Kreuzung gehe ich nach links.
640,A2,19,K,main,Krimi,der,-s,Noun,,,crime novel / thriller,polisiye roman,детектив / триллер,детектив / трилер,رمان جنایی / تریلر,رواية بوليسية / رواية إثارة,8,16,Ich lese einen Krimi vor dem Schlafen.
641,A2,19,K,main,Küche,die,-n,Noun,,,kitchen,mutfak,кухня,кухня,آشپزخانه,مطبخ,2,6,Die Küche ist der schönste Raum in unserer Wohnung.
642,A2,19,K,main,Kuchen,der,- kühl,Noun,,,cake,pasta / kek,торт / пирог,пиріг / торт,کیک,كعكة,3,5,Zum Geburtstag backe ich einen Kuchen.
643,A2,19,K,main,Kühl-,der,,Noun,,,refrigerator (compound),soğutma- (önek),холодильник- (часть сложного слова),холодильник (частина складного слова),یخچال-,ثلاجة (مركب),8,6,Das Essen steht im Kühlschrank.
644,A2,19,K,main,Kultur,die,-en,Noun,,,culture,kültür,культура,культура,فرهنگ,ثقافة,8,16,In dieser Stadt gibt es viel Kultur.
645,A2,19,K,main,kümmern,,,Verb,kümmert,hat gekümmert,to take care of / look after,ilgilenmek / bakmak,заботиться / присматривать,турбуватися / доглядати,رسیدگی کردن / مراقبت کردن,يعتني بـ / يهتم بـ,8,21,Ich kümmere mich um die Kinder.
646,A2,19,K,main,Kunde,der,-n /,Noun,,,customer (male),müşteri (erkek),клиент (муж.),клієнт (чол.),مشتری مرد,زبون (مذكر),8,12,Der Kunde fragt nach dem Preis.
647,A2,19,K,main,Kundin,die,-nen,Noun,,,customer (female),müşteri (kadın),клиентка (жен.),клієнтка,مشتری زن,زبونة (مؤنث),8,12,Die Kundin möchte das Kleid umtauschen.
648,A2,19,K,main,kündigen,,,Verb,kündigt,hat gekündigt,to quit / give notice,işten ayrılmak / feshetmek,увольняться / уведомлять об увольнении,звільнятися / розривати контракт,استعفا دادن / فسخ کردن,يستقيل / يقدم إشعاراً بالاستقالة,9,8,Er kündigt seinen Job nach drei Jahren.
649,A2,19,K,main,Kunst,die,¨-e,Noun,,,art,sanat,искусство,мистецтво,هنر,فن,2,9,Ich interessiere mich sehr für Kunst.
650,A2,19,K,main,Kurs,der,-e,Noun,,,course / class,kurs,курс / занятие,курс,دوره / کلاس,دورة / درس,8,9,Ich melde mich für einen Deutschkurs an.
651,A2,19,L,main,lachen,,,Verb,lacht,hat gelacht,to laugh,gülmek,смеяться,сміятися,خندیدن,يضحك,3,19,Das Baby lacht und alle freuen sich.
652,A2,19,L,main,Laden,der,¨-,Noun,,,shop / store,mağaza,магазин,магазин / крамниця,مغازه,محل / متجر,2,12,Ich kaufe Brot im Laden.
653,A2,19,L,main,Lampe,die,-n,Noun,,,lamp / light,lamba,лампа / светильник,лампа,چراغ / لامپ,مصباح / ضوء,2,6,Die Lampe im Wohnzimmer ist kaputt.
654,A2,19,W,main,wohnen,,,Other,,,to live / reside,ikamet etmek / yaşamak,жить / проживать,жити / мешкати,زندگی کردن / سکونت داشتن,يسكن / يقيم,3,6,Ich wohne seit zwei Jahren hier.
655,A2,19,L,main,Landschaft,die,-en,Noun,,,landscape / scenery,manzara,пейзаж / местность,пейзаж / краєвид,منظره / چشم‌انداز,منظر طبيعي / مشهد,10,14,Die Landschaft in den Alpen ist wunderschön.
656,A2,19,K,main,Kirche,die,-n,Noun,,,church,kilise,церковь,церква,کلیسا,كنيسة,8,16,Wir besuchen am Sonntag die Kirche.
657,A2,19,K,main,Klavier,das,-e,Noun,,,piano,piyano,пианино,піаніно,پیانو,بيانو,8,16,Ich spiele Klavier seit ich fünf Jahre alt bin.
658,A2,19,K,main,Kleid,das,-er,Noun,,,dress,elbise,платье,сукня,پیراهن / لباس زنانه,فستان,8,7,Sie kauft ein neues Kleid für die Party.
659,A2,19,U,main,und,,,Other,,,and,ve,и,і / та,و,و,1,21,Du und ich lernen zusammen Deutsch.
660,A2,19,K,main,klein,,,Other,,,small / little,küçük,маленький,маленький,کوچک,صغير / قليل,2,21,Das Zimmer ist sehr klein.
661,A2,19,K,main,klug,,,Other,,,clever / smart,zeki,умный / сообразительный,розумний,باهوش,ذكي / فطن,8,19,Mein Bruder ist sehr klug.
662,A2,19,K,main,kochen,,,Verb,kocht,,to cook,yemek pişirmek,готовить,готувати / варити,غذا پختن,يطبخ,3,5,Ich koche heute Abend.
663,A2,19,K,main,Koffer,der,-,Noun,,,suitcase,valiz,чемодан,валіза,چمدان,حقيبة سفر,8,10,Ich packe meinen Koffer für die Reise.
664,A2,19,K,main,Kollegin,die,-nen,Noun,,,colleague (female),iş arkadaşı (kadın),коллега (жен.),колежанка,همکار زن,زميلة (مؤنث),9,8,Meine Kollegin hilft mir im Büro.
665,A2,19,K,main,komisch,,,Other,,,strange / funny / odd,garip / tuhaf,странный / смешной / чудной,дивний / смішний / кумедний,عجیب / خنده‌دار,غريب / مضحك / شاذ,6,21,Er macht immer komische Witze.
666,A2,19,K,main,komisch,,,Other,,,strange / funny / odd,garip / tuhaf,странный / смешной / чудной,дивний / смішний / кумедний,عجیب / خنده‌دار,غريب / مضحك / شاذ,6,21,Der Film ist wirklich komisch.
667,A2,19,K,main,kommen,,,Verb,kommt,,to come,gelmek,приходить,приходити / приїжджати,آمدن,يأتي,3,21,Wann kommst du nach Hause?
668,A2,19,K,main,können,,,Verb,kann,hat gekonnt,can / to be able to,yapabilmek,мочь / быть в состоянии,могти / вміти,توانستن,يستطيع / يكون قادراً على,3,21,Ich kann gut Deutsch sprechen.
669,A2,19,K,main,Kontakt,der,-e,Noun,,,contact,iletişim / temas,контакт,контакт,تماس / ارتباط,تواصل,8,21,Ich habe keinen Kontakt mehr zu ihm.
670,A2,19,K,main,Konto,das,-en,Noun,,,bank account,hesap,банковский счёт,рахунок (банківський),حساب بانکی,حساب مصرفي,8,12,Ich überweise Geld auf dieses Konto.
671,A2,19,K,main,kontrollieren,,,Verb,,,to check / control,denetlemek / kontrol etmek,контролировать / проверять,перевіряти / контролювати,کنترل کردن / بررسی کردن,يفحص / يتحكم,10,21,Der Kontrolleur kontrolliert die Fahrkarten.
672,A2,19,K,main,Konzert,das,-e,Noun,,,concert,konser,концерт,концерт,کنسرت,حفلة موسيقية,8,16,Wir gehen heute Abend in ein Konzert.
673,A2,19,K,main,Kopf,der,¨-e,Noun,,,head,baş,голова,голова,سر,رأس,1,4,Mir tut der Kopf weh.
674,A2,19,T,main,tun,,,Verb,z.,,to do,yapmak,делать,робити,انجام دادن,يفعل,1,21,Was kann ich für dich tun?
675,A2,19,K,main,Kosmetik,die,,Noun,,,cosmetics / beauty products,kozmetik,косметика / средства красоты,косметика,لوازم آرایشی,مستحضرات تجميل / منتجات تجميل,9,7,Ich kaufe meine Kosmetik in der Drogerie.
676,A2,19,I,main,interessant,,,Other,,,interesting,ilginç,интересный,цікавий,جالب,مثير للاهتمام,10,21,Das Buch ist sehr interessant.
677,A2,20,L,main,Link,der,-s,Noun,,,link (web),bağlantı (web),ссылка,посилання,پیوند,رابط (إنترنت),8,13,Klick auf den Link für mehr Informationen.
678,A2,20,L,main,Lust,die,,Noun,,,desire / mood / inclination,istek / canı çekme,желание / настроение / охота,бажання / настрій / схильність,میل / حوصله,رغبة / مزاج / ميل,8,19,"Ich habe Lust, ins Kino zu gehen."
679,A2,20,L,main,lustig,,,Other,,,funny / amusing,komik,смешной / забавный,смішний / веселий,بامزه / خنده‌دار,مضحك / مسلٍّ,3,21,Mein Freund ist immer lustig.
680,A2,20,M,main,machen,,,Verb,macht,hat gemacht,to make / do,yapmak,делать,робити,انجام دادن / ساختن,يصنع / يفعل,3,21,Was machst du heute Abend?
681,A2,20,E,main,Essen,das,,Noun,,,food / meal,yemek,еда / приём пищи,їжа / прийом їжі,غذا,طعام / وجبة,2,5,Das Essen im Restaurant war lecker.
682,A2,20,M,main,Mädchen,das,-,Noun,,,girl,kız,девочка,дівчинка / дівчина,دختر,فتاة,3,3,Das Mädchen spielt im Garten.
683,A2,20,M,main,Magen,der,¨-,Noun,,,stomach,mide,желудок,шлунок,معده,معدة,8,4,Mein Magen tut nach dem Essen weh.
684,A2,20,M,main,malen,,,Verb,malt,hat gemalt,to paint,resim yapmak,рисовать,малювати,نقاشی کردن,يرسم,8,16,Ich male gern in meiner Freizeit.
685,A2,20,M,main,man,,,Other,,,one / you (impersonal),insan / biri,"кто-то / безличное ""ты""",один / ти (безособове),آدم / کسی,المرء / أنتَ (ضمير غير شخصي),1,21,Man darf hier nicht rauchen.
686,A2,20,M,main,manch-,,,Other,,,some- (prefix),bazı- (önek),некоторый- (приставка),деякі- (префікс),بعضی-,بعض- (سابقة),8,21,Ich komme manches Mal zu spät.
687,A2,20,M,main,Mann,der,¨-er,Noun,,,man / husband,adam / koca,мужчина / муж,чоловік,مرد / شوهر,رجل / زوج,1,3,Der Mann an der Kasse ist sehr freundlich.
688,A2,20,M,main,Maschine,die,-n,Noun,,,machine,makine,машина,машина,ماشین / دستگاه,آلة,9,17,Die Maschine ist außer Betrieb.
689,A2,20,M,main,meinen,,,Verb,meint,hat gemeint,to think / mean / believe,düşünmek / demek istemek,считать / иметь в виду / полагать,думати / мати на увазі,فکر کردن / منظور داشتن,يعتقد / يقصد / يرى,8,21,"Ich meine, wir sollten früher fahren."
690,A2,20,M,main,Meinung,die,-en,Noun,,,opinion,görüş,мнение,думка,نظر,رأي,8,13,Er teilt seine Meinung offen mit.
691,A2,20,M,main,meist-,,,Other,,,most- (prefix),çoğunlukla- (önek),самый- / большинство- (приставка),найбільш- (префікс),بیشتر-,أكثر- (سابقة),5,21,Die meisten Schüler kommen pünktlich.
692,A2,20,L,main,lange,,,Other,,,for a long time / long,uzun süre / uzun,долго / длинный,довго / давно,مدت طولانی / بلند,لوقت طويل / طويلاً,5,21,Wie lange lernst du schon Deutsch?
693,A2,20,L,main,laufen,,,Verb,läuft,ist gelaufen,to run / walk,yürümek / koşmak,бежать / ходить,бігти / іти,دویدن / راه رفتن,يركض / يمشي,3,15,Ich laufe täglich eine Stunde im Park.
694,A2,20,L,main,Leben,das,-,Noun,,,life,hayat,жизнь,життя,زندگی,حياة,2,21,Das Leben in der Stadt ist teuer.
