id,level,source_page,section,entry_type,word,article,plural,word_type,verb_present,verb_perfect,translation_en,translation_tr,translation_ru,translation_uk,translation_fa,translation_ar,difficulty
396,A2,11,B,main,besonders,,,Other,,,especially / particularly,özellikle,особенно / в особенности,особливо / зокрема,به‌ویژه / مخصوصاً,خصوصاً / بشكل خاص,2
397,A2,11,B,main,bestätigen,,,Verb,bestätigt,hat bestätigt,to confirm,onaylamak,подтверждать,підтверджувати,تأیید کردن,يؤكد,3
398,A2,11,B,main,bestehen,,,Verb,besteht,hat bestan,to pass (exam) / consist of,başarmak / oluşmak,сдавать (экзамен) / состоять из,скласти (іспит) / складатися з,قبول شدن / تشکیل شدن از,يجتاز (امتحاناً) / يتألف من,3
399,A2,11,B,main,bestellen,,,Verb,bestellt,,to order,sipariş etmek,заказывать,замовляти,سفارش دادن,يطلب,1
400,A2,11,B,main,Besuch,der,-e,Noun,,,visit,ziyaret,визит / посещение,візит / відвідування,دیدار / ملاقات,زيارة,1
401,A2,11,B,main,besuchen,,,Verb,besucht,,to visit,ziyaret etmek,посещать,відвідувати,دیدن / ملاقات کردن,يزور,1
402,A2,11,B,main,Bett,das,-en,Noun,,,bed,yatak,кровать,ліжко,تخت,سرير,1
403,A2,11,B,main,bewölkt,,,Other,,,cloudy / overcast,bulutlu,облачно / пасмурно,хмарно / похмуро,ابری,غائم / ملبَّد بالغيوم,3
404,A2,11,W,main,Wolke,die,-n,Noun,,,cloud,bulut,облако,хмара,ابر,سحابة,2
405,A2,11,B,main,bezahlen,,,Verb,bezahlt,hat bezahlt,to pay,ödemek,платить,платити,پرداخت کردن,يدفع,2
406,A2,11,B,main,Bibliothek,die,-en,Noun,,,library,kütüphane,библиотека,бібліотека,کتابخانه,مكتبة,3
407,A2,11,B,main,Birne,die,-n,Noun,,,pear,armut,груша,груша,گلابی,كمثرى / إجاص,3
408,A2,11,B,main,bisschen,,,Verb,,,a little / a bit,biraz,немного / чуть-чуть,трохи / трішки,کمی / یک‌کم,قليل / شيء يسير,1
409,A2,11,B,main,bitte,,,Other,,,please / you're welcome,lütfen / rica ederim,пожалуйста / не за что,будь ласка / прошу,لطفاً / خواهش می‌کنم,من فضلك / عفواً,1
410,A2,11,B,main,Bitte,die,-n,Noun,,,request,rica,просьба,прохання,درخواست,طلب,2
411,A2,12,D,main,Datum,das,-en,Noun,,,date,tarih,дата,дата,تاریخ,تاريخ,1
412,A2,12,D,main,dauern,,,Verb,dauert,,to last / take (time),sürmek,длиться / занимать (время),тривати / займати (час),طول کشیدن,يستغرق / يدوم,1
413,A2,12,D,main,denken,,,Verb,denkt,hat gedacht,to think,düşünmek,думать,думати,فکر کردن,يفكر,1
414,A2,12,D,main,deshalb,,,Other,,,therefore / that's why,bu yüzden,поэтому / вот почему,тому / тому що,به همین دلیل,لذلك / لهذا السبب,2
415,A2,12,D,main,deutlich,,,Other,,,clear / distinct,açık / net,ясный / отчётливый,виразний / чіткий,واضح / مشخص,واضح / صريح,2
416,A2,12,D,main,dick,,,Other,,,fat / thick,şişman / kalın,толстый / плотный,товстий / щільний,چاق / ضخیم,سمين / سميك,1
417,A2,12,D,main,Ding,das,-e,Noun,,,thing,şey,вещь,річ,چیز,شيء,1
418,A2,12,D,main,direkt,,,Other,,,direct / directly,direkt / doğrudan,прямой / напрямую,прямий / безпосередньо,مستقیم / مستقیمًا,مباشر / مباشرةً,2
419,A2,12,D,main,Disco,die,-s /,Noun,,,disco / club,disko / kulüp,дискотека / клуб,дискотека / клуб,دیسکو / کلوب,ديسكو / نادٍ,2
420,A2,12,D,main,diskutieren,,,Verb,diskutiert,hat diskutiert,to discuss,tartışmak / görüşmek,обсуждать,обговорювати,بحث کردن,يناقش,3
421,A2,12,D,main,Doppelzimmer,das,-,Noun,,,double room,çift kişilik oda,двухместный номер,двомісний номер,اتاق دونفره,غرفة مزدوجة,3
422,A2,12,D,main,Dorf,das,¨-er,Noun,,,village,köy,деревня,село,روستا,قرية,2
423,A2,12,D,main,draußen,,,Verb,,,outside,dışarıda,снаружи,надворі / зовні,بیرون,في الخارج,2
424,A2,12,D,main,dringend,,,Other,,,urgent,acil,срочный,терміново / невідкладно,فوری,عاجل,2
425,A2,12,D,main,drinnen,,,Verb,,,inside,içeride,внутри,всередині,داخل,داخل,2
426,A2,12,D,main,drüben,,,Verb,drückt,hat gedrückt,over there / across,orada / karşı tarafta,вон там / напротив,он там / навпроти,آنجا / آن طرف,هناك / عبر,3
427,A2,12,C,main,Café,das,-s,Noun,,,café,kafe,кафе,кафе,کافه,مقهى,1
428,A2,12,C,main,Cafeteria,die,-s,Noun,,,cafeteria,kantin,кафетерий,кафетерій,کافه‌تریا,كافيتيريا,2
429,A2,12,C,main,chatten,,,Verb,chattet,hat gechattet,to chat (online),sohbet etmek (çevrimiçi),чатиться / общаться онлайн,спілкуватися онлайн / чатитися,چت کردن,يتحدث (عبر الإنترنت),3
430,A2,12,C,main,Chef,der,-s /,Noun,,,boss / manager (male),patron (erkek) / yönetici (erkek),шеф / начальник (муж.),шеф / начальник (чол.),رئیس / مدیر مرد,رئيس / مدير (مذكر),2
431,A2,12,C,main,Chefin,die,-nen,Noun,,,boss / manager (female),patron (kadın) / yönetici (kadın),шеф / начальница (жен.),шефиня / начальниця,رئیس / مدیر زن,رئيسة / مديرة (مؤنث),2
432,A2,12,C,main,Club,der,-s /,Noun,,,club,kulüp,клуб,клуб,باشگاه / کلوب,نادٍ,2
433,A2,12,C,main,Computer,der,-,Noun,,,computer,bilgisayar,компьютер,комп'ютер,رایانه,حاسوب,1
434,A2,12,D,main,da,,,Other,,,there / then,orada / sonra,там / тогда,там / тоді,آنجا / آن وقت,هناك / إذن,1
435,A2,12,D,main,dafür,,,Verb,,,for it / for that / in favor,bunun için / lehinde,за это / для этого / в пользу,для цього / за це / на користь,برای آن / موافق آن,من أجله / لذلك / مؤيد,2
436,A2,12,D,main,dagegen,,,Verb,,,against it / against that / on the other hand,buna karşı / aleyhinde / öte yandan,против этого / против того / с другой стороны,проти цього / проти того / натомість,برخلاف آن / در مقابل آن,ضده / من ناحية أخرى,2
437,A2,12,D,main,damals,,,Other,,,back then / at that time,o zamanlar,тогда / в то время,тоді / у той час,آن زمان,في ذلك الوقت / آنذاك,2
438,A2,12,D,main,Dame,die,-n,Noun,,,lady,hanımefendi,дама,дама / пані,بانو,سيدة,2
439,A2,12,D,main,daneben,,,Verb,wo die,,next to it / beside it,yanıbaşında / yanında,рядом с этим / возле этого,поруч / поряд з цим,کنار آن,بجانبه / بجواره,3
440,A2,12,D,main,Dank,der,,Noun,,,thanks / gratitude,teşekkür / minnettarlık,благодарность / спасибо,подяка,تشکر / قدردانی,شكر / امتنان,2
441,A2,12,D,main,danken,,,Verb,dankt,hat gedankt,to thank,teşekkür etmek,благодарить,дякувати,تشکر کردن,يشكر,2
442,A2,12,D,main,Datei,die,-en,Noun,,,file (computer),dosya,файл,файл,فایل,ملف (حاسوب),2
443,A2,13,E,main,Einkaufs-,das,,Noun,,,shopping (compound prefix),alışveriş- (önek),покупки- (часть сложного слова),покупки- (частина складного слова),خرید-,تسوق- (بادئة تركيبية),2
444,A2,13,E,main,einladen,,,Verb,lädt ein,hat eingela,to invite,davet etmek,приглашать,запрошувати,دعوت کردن,يدعو,3
445,A2,13,E,main,Einladung,die,-en,Noun,,,invitation,davet,приглашение,запрошення,دعوت‌نامه,دعوة,3
446,A2,13,E,main,einpacken,,,Verb,packt ein,,to pack, paketlemek,упаковывать,пакувати / упаковувати,بسته‌بندی کردن,يحزم,3
447,A2,13,E,main,einsteigen,,,Verb,steigt ein,,to board / get in (vehicle),binek / binmek (taşıta),садиться / входить (в транспорт),сідати (у транспорт) / заходити,سوار شدن,يستقل / يركب (مركبة),3
448,A2,13,E,main,eintragen,,,Verb,trägt ein,,to enter / register (in a form),form doldurmak / kaydetmek,вносить / записывать (в форму),вносити / записувати (у форму),ثبت کردن / وارد کردن,يُدخل / يسجّل (في استمارة),3
449,A2,13,E,main,Eintritt,der,-e,Noun,,,admission / entry,giriş,вход / допуск,вхід / вступ,ورود / بلیت ورود,دخول / اشتراك,3
450,A2,13,E,main,einverstanden,,,Verb,,,agreed / in agreement,kabul / hemfikir,согласен / согласна,згоден / згодна,موافق,موافق / متفق,3
451,A2,13,S,main,sein,,,Verb,bin) einverstanden. ist,,to be,olmak,быть,бути,بودن,يكون,1
452,A2,13,E,main,einzel-,,,Other,,,single- (prefix),tek- (önek),одиночный- (приставка),одинарний- (префікс),تک-,مفرد- (بادئة),2
453,A2,13,E,main,einziehen,,,Verb,zieht ein,,to move in,taşınmak,въезжать / заселяться,в'їжджати / заселятися,اسباب‌کشی کردن / ساکن شدن,ينتقل للسكن,3
454,A2,13,E,main,Eis,das,,Noun,,,ice cream / ice,dondurma / buz,мороженое / лёд,морозиво / лід,بستنی / یخ,آيس كريم / جليد,1
455,A2,13,E,main,empfehlen,,,Verb,empfiehlt,hat empfohlen,to recommend,tavsiye etmek,рекомендовать,рекомендувати,توصیه کردن,يوصي,3
456,A2,13,E,main,Ende,das,-n,Noun,,,end,son,конец,кінець,پایان,نهاية,1
457,A2,13,E,main,enden,,,Verb,endet,hat geendet,to end,sona ermek,заканчиваться,закінчуватися,تمام شدن,ينتهي,2
458,A2,13,E,main,endlich,,,Other,,,finally / at last,nihayet / sonunda,наконец / в конце концов,нарешті / врешті-решт,سرانجام / بالاخره,أخيرًا / في نهاية المطاف,2
459,A2,13,E,main,eng,,,Other,,,narrow / tight,dar,узкий / тесный,вузький / тісний,تنگ,ضيق,2
460,A2,13,E,main,entschuldigen,,,Verb,,,to excuse / apologize,özür dilemek,извинять / извиняться,вибачати / вибачатися,عذرخواهی کردن / بخشیدن,يعتذر / يعفو,3
461,A2,13,I,main,Ich,,,Verb,hat entschuldigt,,I (pronoun),ben,я,я,من,أنا (ضمير),1
462,A2,13,E,main,Entschuldi-,die,,Noun,,,excuse me / apology,afedersiniz / özür,извинение / простите,вибачення / вибачте,ببخشید / عذرخواهی,عذرًا / اعتذار (بادئة),3
463,A2,13,D,main,Drucker,der,-,Noun,,,printer,yazıcı,принтер,принтер,چاپگر,طابعة,2
464,A2,13,D,main,dunkel,,,Other,,,dark,karanlık,тёмный,темний,تاریک,مظلم,2
465,A2,13,D,main,dünn,,,Other,,,thin,inç / ince,тонкий,тонкий,نازک,رفيع / نحيل,2
466,A2,13,D,main,durch,,,Other,,,through / by,vasıtasıyla / aracılığıyla,через / посредством,через / за допомогою,از طریق / از میان,خلال / عبر / بواسطة,1
467,A2,13,D,main,dürfen,,,Verb,darf,,may / to be allowed to,izinli olmak / -ebilir,мочь / иметь право,мати право / дозволено,اجازه داشتن / مجاز بودن,يجوز / مسموح له,1
468,A2,13,D,main,Durst,der,,Noun,,,thirst,susuzluk,жажда,спрага,تشنگی,عطش,2
469,A2,13,E,main,E-Book,das,-s,Noun,,,e-book,e-kitap,электронная книга,електронна книга,کتاب الکترونیکی,كتاب إلكتروني,2
470,A2,13,E,main,echt,,,Other,,,real / genuine / really,gerçek,настоящий / подлинный / правда,справжній / підлинний / справді,واقعی / واقعاً,حقيقي / أصيل / فعلًا,2
471,A2,13,E,main,Ecke,die,-n,Noun,,,corner,köşe,угол,куток / ріг,گوشه,زاوية,2
472,A2,13,E,main,egal,,,Other,,,it doesn't matter / all the same,farketmez,неважно / всё равно,байдуже / все одно,فرقی نمی‌کند,لا يهم / سيّان,2
473,A2,13,E,main,Ehefrau,die,-en /,Noun,,,wife,eş (kadın) / karı,жена,дружина,همسر / زن,زوجة,2
474,A2,13,E,main,Ehemann,der,¨-er/,Noun,,,husband,eş (erkek) / koca,муж,чоловік,شوهر / همسر,زوج,2
475,A2,13,E,main,Ei,das,-er,Noun,,,egg,yumurta,яйцо,яйце,تخم‌مرغ,بيضة,1
476,A2,13,E,main,eilig,,,Other,,,urgent / in a hurry,acele / acil,срочный / спешащий,терміновий / поспішний,عجول / فوری,عاجل / مستعجل,2
477,A2,13,E,main,Eingang,der,¨-e,Noun,,,entrance,giriş,вход,вхід,ورودی,مدخل,2
478,A2,13,E,main,einkaufen,,,Verb,kauft ein,hat eingekauft,to go shopping,alışveriş yapmak,ходить по магазинам,ходити по магазинах / робити покупки,خرید کردن,يتسوق,2
479,A2,14,F,main,falsch,,,Other,,,wrong / false,yanlış,неправильный / ложный,неправильний / хибний,غلط / نادرست,خاطئ / زائف,1
480,A2,14,F,main,Familie,die,-n,Noun,,,family,aile,семья,сім'я,خانواده,عائلة,1
481,A2,14,F,main,Familien-,der,,Noun,,,family (compound prefix),aile- (önek),семейный- (часть сложного слова),сімейний- (частина складного слова),خانوادگی-,عائلة- (بادئة تركيبية),2
482,A2,14,F,main,Fan,der,-s,Noun,,,fan,taraftar,фанат,фанат,هوادار,مشجع,2
483,A2,14,F,main,fantastisch,,,Other,,,fantastic,harika,фантастический,фантастичний,فوق‌العاده,رائع,3
484,A2,14,F,main,Farbe,die,-n,Noun,,,color,renk,цвет,колір,رنگ,لون,1
485,A2,14,F,main,fast,,,Other,,,almost / nearly,neredeyse,почти,майже,تقریباً,تقريبًا / كاد,2
486,A2,14,F,main,faul,,,Other,,,lazy,tembel,ленивый,лінивий,تنبل,كسول,2
487,A2,14,F,main,fehlen,,,Verb,fehlt,hat gefehlt,to be missing / lack,eksik olmak,отсутствовать / не хватать,бракувати / не вистачати,کم بودن / کم آمدن,يفتقر / يغيب,3
488,A2,14,F,main,Fehler,der,-,Noun,,,mistake / error,hata,ошибка,помилка,اشتباه,خطأ / غلطة,1
489,A2,14,F,main,feiern,,,Verb,feiert,hat gefeiert,to celebrate,kutlamak,праздновать,святкувати,جشن گرفتن,يحتفل,1
490,A2,14,F,main,Fenster,das,-,Noun,,,window,pencere,окно,вікно,پنجره,نافذة,1
491,A2,14,F,main,fernsehen,,,Verb,sieht fern,hat ferngesehen,to watch TV,televizyon izlemek,смотреть телевизор,дивитися телевізор,تلویزیون تماشا کردن,يشاهد التلفاز,3
492,A2,14,F,main,Fernseher,der,-,Noun,,,television set / TV,televizyon,телевизор,телевізор,تلویزیون,جهاز تلفاز,2
493,A2,14,F,main,Fest,das,-e,Noun,,,festival / celebration,festival / kutlama,праздник / торжество,свято / урочистість,جشن / مراسم,مهرجان / احتفال,1
494,A2,14,F,main,Festival,das,-s,Noun,,,festival,festival,фестиваль,фестиваль,فستیوال,مهرجان,3
495,A2,14,F,main,Firma,die,-en,Noun,,,company / firm,firma / şirket,фирма / компания,фірма / компанія,شرکت,شركة,2
496,A2,14,E,main,Erfahrung,die,-en,Noun,,,experience,deneyim,опыт,досвід,تجربه,خبرة / تجربة,3
497,A2,14,E,main,erklären,,,Verb,erklärt,hat erklärt,to explain,açıklamak,объяснять,пояснювати,توضیح دادن,يشرح,3
498,A2,14,E,main,erlauben,,,Verb,erlaubt,hat erlaubt,to allow / permit,izin vermek,разрешать,дозволяти,اجازه دادن,يسمح,3
499,A2,14,E,main,Erlaubnis,die,,Noun,,,permission,izin,разрешение,дозвіл,اجازه,إذن / تصريح,3
500,A2,14,E,main,erreichen,,,Verb,erreicht,,to reach / achieve,ulaşmak,достигать,досягати,رسیدن / به دست آوردن,يصل إلى / يحقق,3
501,A2,14,E,main,erst,,,Other,,,first / only / not until,ilk / ancak,сначала / только / лишь тогда,спочатку / тільки / лише тоді,فقط / تازه / نخست,أول / فقط / حتى,2
502,A2,14,E,main,Erwachsene,der,-n,Noun,,,adult,yetişkin,взрослый,дорослий,بزرگسال,بالغ / راشد,3
503,A2,14,E,main,erzählen,,,Verb,erzählt,hat erzählt,to tell / narrate,anlatmak,рассказывать,розповідати,تعریف کردن,يحكي / يروي,3
504,A2,14,E,main,essen,,,Verb,isst,hat gegessen,to eat,yemek yemek,есть,їсти,خوردن,يأكل,1
505,A2,14,E,main,Essen,das,-,Noun,,,food / meal,yemek / yiyecek,еда / приём пищи,їжа / прийом їжі,غذا,طعام / وجبة,1
506,A2,14,E,main,etwas,,,Other,,,something / a little,biraz / biraz şey,что-то / немного,щось / трохи,چیزی / کمی,شيء ما / قليلًا,1
507,A2,14,F,main,Fach,das,¨-er,Noun,,,subject / compartment,alan / ders,предмет / отделение,предмет / відділення,درس / بخش,مادة / حجرة,2
508,A2,14,A,main,Abfahrt,die,-en,Noun,,,departure,kalkış,отправление,відправлення / від'їзд,حرکت / عزیمت,مغادرة / انطلاق,3
509,A2,14,F,main,Fahrplan,der,¨-e,Noun,,,timetable / schedule,sefer tarifesi,расписание / график,розклад / графік,برنامه زمانی / جدول حرکت,جدول مواعيد / توقيت,3
510,A2,15,F,main,früher,,,Other,,,earlier / formerly,eskiden,раньше / прежде,раніше / колись,قبلاً / زودتر,في وقت سابق / في الماضي,1
511,A2,15,F,main,Frühstück,das,,Noun,,,breakfast,kahvaltı,завтрак,сніданок,صبحانه,فطور,1
512,A2,15,F,main,fühlen,,,Verb,fühlt,hat gefühlt,to feel,hissetmek,чувствовать,відчувати / почувати,احساس کردن,يشعر,1
513,A2,15,F,main,Führerschein,der,-e,Noun,,,driving license,ehliyet,водительские права,водійське посвідчення,گواهینامه رانندگی,رخصة قيادة,3
514,A2,15,F,main,Führung,die,-en,Noun,,,guided tour / leadership,rehberlik / tur,экскурсия с гидом / руководство,екскурсія з гідом / керівництво,تور همراه با راهنما / مدیریت,جولة مرشدة / قيادة,3
515,A2,15,F,main,für,,,Other,,,for,için,для,для,برای,لـ / من أجل,1
516,A2,15,F,main,furchtbar,,,Other,,,terrible / awful,korkunç,ужасный / кошмарный,жахливий / страшний,وحشتناک,فظيع / مروّع,3
517,A2,15,F,main,Fuß,der,¨-e,Noun,,,foot,ayak,ступня,ступня / нога,پا,قدم,1
518,A2,15,F,main,Fußball,der,¨-e,Noun,,,football / soccer,futbol,футбол,футбол,فوتبال,كرة القدم,1
519,A2,15,G,main,Gabel,die,-n,Noun,,,fork,çatal,вилка,виделка,چنگال,شوكة,1
520,A2,15,G,main,Garage,die,-n,Noun,,,garage,garaj,гараж,гараж,گاراژ,مرآب / جراج,1
521,A2,15,G,main,geboren,,,Verb,,,born,doğmak,рождённый,народжений,متولد,مولود,1
522,A2,15,G,main,gefallen,,,Verb,gefällt,hat gefallen,to like / please,hoşlanmak,нравиться / доставлять удовольствие,подобатися,خوش آمدن / مورد پسند بودن,يُعجبه / يروق له,1
523,A2,15,G,main,gegen,,,Verb,,,against / around (time),karşı / civarında,против / около (о времени),проти / близько (про час),بر ضد / حدود,ضد / حوالي (وقت),1
524,A2,15,F,main,Fleisch,das,,Noun,,,meat,et,мясо,м'ясо,گوشت,لحم,1
525,A2,15,F,main,Flohmarkt,der,¨-e,Noun,,,flea market,bit pazarı,блошиный рынок,блошиний ринок,بازار دست‌دوم,سوق البضائع المستعملة,3
526,A2,15,F,main,Flug,der,¨-e,Noun,,,flight,uçuş,рейс,рейс / політ,پرواز,رحلة جوية,2
527,A2,15,F,main,Flughafen,der,¨,Noun,,,airport,havaalanı,аэропорт,аеропорт,فرودگاه,مطار,3
528,A2,15,F,main,Fluss,der,¨-e,Noun,,,river,nehir,река,річка,رودخانه,نهر,1
529,A2,15,F,main,Foto,das,-s,Noun,,,photo,fotoğraf,фото,фото,عکس,صورة / صورة فوتوغرافية,1
530,A2,15,F,main,Frau,die,-en,Noun,,,woman / wife / Mrs.,kadın / eş / bayan,женщина / жена / госпожа,жінка / дружина / пані,زن / همسر / خانم,امرأة / زوجة / السيدة,1
531,A2,15,F,main,freiwillig,,,Other,,,voluntary,gönüllü,добровольный,добровільний,داوطلبانه,تطوعي / طوعي,3
532,A2,15,F,main,freuen,,,Verb,freut,hat gefreut,to be happy / look forward to,sevinmek,радоваться / ждать с нетерпением,радіти / чекати з нетерпінням,خوشحال شدن / مشتاق بودن,يسعد / يتطلع إلى,1
533,A2,15,F,main,Freund,der,"-e,",Noun,,,friend / boyfriend,arkadaş / erkek arkadaş,друг / парень,друг / хлопець,دوست / دوست‌پسر,صديق / حبيب,1
534,A2,15,F,main,Freundin,die,-nen,Noun,,,friend / girlfriend,arkadaş (kız) / kız arkadaş,подруга / девушка,подруга / дівчина,دوست / دوست‌دختر,صديقة / حبيبة,1
535,A2,15,F,main,freundlich,,,Other,,,friendly / kind,dostça / nazik,дружелюбный / добрый,дружній / добрий,دوستانه / مهربان,ودود / لطيف,1
536,A2,15,F,main,frisch,,,Other,,,fresh,taze,свежий,свіжий,تازه,طازج,1
537,A2,15,F,main,früh,,,Other,,,early,erken,ранний,ранній / рано,زود / زودهنگام,مبكر,1
538,A2,16,G,main,gewinnen,,,Verb,gewinnt,,to win,kazanmak,выигрывать,вигравати / перемагати,بردن / برنده شدن,يفوز / يربح,3
539,A2,16,G,main,Gewitter,das,-,Noun,,,thunderstorm,gök gürültülü fırtına,гроза,гроза,رعدوبرق / طوفان تندری,عاصفة رعدية,3
540,A2,16,G,main,glauben,,,Verb,glaubt,hat geglaubt,to believe,inanmak,верить,вірити,باور کردن,يؤمن / يصدق,1
541,A2,16,G,main,gleich,,,Other,,,same / immediately,aynı / hemen,одинаковый / сразу,однаковий / відразу,یکسان / بلافاصله,نفس / فورًا,1
542,A2,16,G,main,Gleis,das,-e,Noun,,,track / platform (rail),peron,путь / платформа,колія / перон,سکو / خط آهن,رصيف / خط (سكة حديد),3
543,A2,16,G,main,glücklich,,,Other,,,happy / lucky,mutlu,счастливый / удачливый,щасливий,خوشحال / خوش‌شانس,سعيد / محظوظ,1
544,A2,16,G,main,Glück-,der,,Noun,,,congratulations (compound),tebrik- (önek),поздравления- (часть сложного слова),вітання- (частина складного слова),تبریک-,تهانٍ (بادئة تركيبية),2
545,A2,16,G,main,gratulieren,,,Verb,gratuliert,hat gratuliert,to congratulate,tebrik etmek,поздравлять,вітати / поздоровляти,تبریک گفتن,يهنئ,3
546,A2,16,G,main,grillen,,,Verb,grillt,hat gegrillt,to grill / barbecue,mangal yapmak,жарить на гриле / барбекю,смажити на грилі / барбекювати,کباب کردن,يشوي,3
547,A2,16,G,main,Grippe,die,,Noun,,,flu / influenza,grip,грипп,грип,آنفلوانزا,إنفلونزا,2
548,A2,16,G,main,groß,,,Other,,,big / tall,büyük,большой / высокий,великий / високий,بزرگ / بلندقد,كبير / طويل,1
549,A2,16,G,main,Größe,die,-n,Noun,,,size / height,büyüklük,размер / рост,розмір / зріст,اندازه / قد,حجم / طول / قامة,1
550,A2,16,G,main,Gruß,der,¨-e,Noun,,,greeting,selam,приветствие,привітання,سلام / درود,تحية,2
551,A2,16,G,main,günstig,,,Other,,,cheap / favorable,uygun fiyatlı,дешёвый / выгодный,дешевий / вигідний,ارزان / مناسب,رخيص / مناسب,3
552,A2,16,A,main,am,,,Other,,,at the / on the,-de / -da,у / на,у / на,در / روی,في الـ / على الـ,1
553,A2,16,H,main,Haar,das,-e,Noun,,,hair,saç,волосы,волосся,مو,شعر,1
554,A2,16,H,main,Hähnchen,das,-,Noun,,,chicken,tavuk,цыплёнок,курча / курятина,مرغ / جوجه,دجاجة / فروج,3
555,A2,16,G,main,Gehalt,das,¨-er,Noun,,,salary / wage,maaş,зарплата / оклад,зарплата / оклад,حقوق,راتب / أجر,3
556,A2,16,G,main,gehören,,,Verb,gehört,hat gehört,to belong to,ait olmak,принадлежать,належати,متعلق بودن,ينتمي إلى,3
557,A2,16,G,main,Geld,das,,Noun,,,money,para,деньги,гроші,پول,مال / نقود,1
558,A2,16,G,main,Geldbörse,die,-n,Noun,,,purse / wallet,cüzdan,кошелёк,гаманець,کیف پول,محفظة نقود,3
559,A2,16,G,main,genug,,,Other,,,enough,yeterli,достаточно,достатньо,کافی,كافٍ / يكفي,1
560,A2,16,G,main,Gepäck,das,,Noun,,,luggage,eşya / bavul,багаж,багаж,چمدان / بار,أمتعة,1
561,A2,16,G,main,gerade,,,Other,,,just / straight / at the moment,şu anda / tam,как раз / прямо / в данный момент,якраз / прямо / зараз,همین الآن / درست / مستقیم,للتو / مستقيم / في الوقت الحالي,2
562,A2,16,A,main,am,,,Other,,,at the / on the,-de / -da,у / на,у / на,در / روی,في الـ / على الـ,1
563,A2,16,G,main,Geschäft,das,-e,Noun,,,shop / store / business,mağaza / işyeri,магазин / дело / бизнес,магазин / справа / бізнес,مغازه / کسب‌وکار,محل / متجر / عمل,1
564,A2,16,G,main,Geschirr,das,,Noun,,,dishes / crockery,çanak çömlek,посуда,посуд,ظرف‌ها,أواني / أطباق,2
565,A2,16,G,main,Gespräch,das,-e,Noun,,,conversation / talk,sohbet / konuşma,разговор / беседа,розмова / бесіда,گفت‌وگو,محادثة / حوار,1
566,A2,16,G,main,gestern,,,Verb,,,yesterday,dün,вчера,вчора,دیروز,أمس,1
567,A2,16,G,main,Getränk,das,-e,Noun,,,drink / beverage,içecek,напиток,напій,نوشیدنی,مشروب,1
568,A2,17,H,main,herein,,,Other,,,in here / come in,içeri / içeri gir,сюда / входите,сюди / заходьте,بیا تو / داخل,تفضل بالدخول / ادخل,2
569,A2,17,H,main,rein,,,Other,,,in / inside / into,içine / içeri / içine doğru,"внутрь / внутрь чего-то / внутрь, вовнутрь",всередину / всередину чогось,داخل / به داخل,داخل / إلى الداخل,2
570,A2,17,H,main,Herd,der,-e,Noun,,,stove / cooker,ocak,плита,плита,اجاق گاز,موقد / طباخ,2
571,A2,17,H,main,Herr,der,-en,Noun,,,Mr. / gentleman,Bey / efendi,господин / мужчина,пан,آقا,السيد / رجل نبيل,1
572,A2,17,H,main,herunterladen,,,Verb,lädt herunter,hat heruntergela,to download,indirmek,скачивать,завантажувати,دانلود کردن,يُنزّل / يحمّل,3
573,A2,17,H,main,herzlich,,,Other,,,heartfelt / warm / cordial,samimi / içten,сердечный / тёплый / радушный,щирий / сердечний / теплий,صمیمانه / گرم,حار / دافئ / صادق,3
574,A2,17,H,main,Hilfe,die,,Noun,,,help / assistance,yardım,помощь,допомога,کمک,مساعدة / عون,1
575,A2,17,H,main,Himmel,der,,Noun,,,sky / heaven,gökyüzü / cennet,небо / небеса,небо / рай,آسمان / بهشت,سماء / جنة,3
576,A2,17,H,main,hin / hin- / -hin,,,Other,,,there / towards (directional prefix),orada / -e (yönelme eki),туда / по направлению (приставка),туди / у напрямку (префікс),به آن‌سو / به سمت,هناك / نحو (بادئة اتجاهية),3
577,A2,17,H,main,hinten,,,Verb,,,at the back / behind,arkada,сзади / позади,позаду,پشت / عقب,في الخلف / خلفًا,2
578,A2,17,H,main,hinter,,,Other,,,behind,arkasında,за,за / позаду,پشت,خلف / وراء,2
579,A2,17,H,main,Hobby,das,-s,Noun,,,hobby,hobi,хобби,хобі,سرگرمی,هواية,1
580,A2,17,H,main,Hochzeit,die,-en,Noun,,,wedding,düğün,свадьба,весілля,عروسی,زفاف / عرس,1
581,A2,17,H,main,hoffen,,,Verb,hofft,hat gehofft,to hope,ummak / ümit etmek,надеяться,сподіватися,امیدوار بودن,يأمل,1
582,A2,17,H,main,Homepage,die,-s,Noun,,,homepage / website,ana sayfa / web sitesi,домашняя страница / сайт,домашня сторінка / вебсайт,صفحه اصلی / وب‌سایت,صفحة رئيسية / موقع إلكتروني,3
583,A2,17,H,main,hören,,,Verb,hört,,to hear / listen,duymak / dinlemek,слышать / слушать,чути / слухати,شنیدن / گوش دادن,يسمع / يستمع,1
584,A2,17,H,main,Hose,die,-n,Noun,,,trousers / pants,pantolon,брюки,штани,شلوار,بنطال / سروال,1
585,A2,17,H,main,Hunger,der,,Noun,,,hunger,açlık,голод,голод,گرسنگی,جوع,1
586,A2,17,H,main,hallo,,,Other,,,hello,merhaba,привет,привіт,سلام,مرحبًا,1
587,A2,17,H,main,Hals,der,¨-e,Noun,,,throat / neck,boğaz / boyun,горло / шея,горло / шия,گلو / گردن,حلق / عنق,3
