id,level,source_page,section,entry_type,word,article,plural,word_type,translation_en,translation_tr,translation_ru,translation_uk,translation_fa,translation_ar,difficulty,category_id,example_de
382,A1,15,G,main,Gast,der,"-ä, e",Noun,guest,misafir,гость,гість,مهمان,ضيف,4,21
383,A1,15,G,main,geben,,,Verb,to give,vermek,давать,давати,دادن,يعطي,1,21
384,A1,15,G,main,geboren,,,Other,born,doğmuş,родившийся,народжений,متولد,مولود,6,21
385,A1,15,G,main,Geburtsjahr,das,,Noun,year of birth,doğum yılı,год рождения,рік народження,سال تولد,سنة الميلاد,10,2
386,A1,15,G,main,Geburtsort,der,,Noun,place of birth,doğum yeri,место рождения,місце народження,محل تولد,مكان الميلاد,9,20
387,A1,15,G,main,Geburtstag,der,,Noun,birthday,doğum günü,день рождения,день народження,تولد / روز تولد,عيد الميلاد,9,2
388,A1,15,G,main,gefallen,,,Verb,to please / like,hoşuna gitmek,нравиться,подобатися,خوش آمدن,يُعجب / يُروق,7,21
389,A1,15,G,main,gegen,,,Other,against / toward,karşı,против / около,проти / близько,علیه / به سمت,ضد / نحو,4,21
390,A1,15,G,main,gehen,,,Verb,to go,gitmek,идти,йти,رفتن,يذهب,1,21
391,A1,15,G,main,gehören,,,Verb,to belong (to),ait olmak,принадлежать,належати,متعلق بودن,ينتمي إلى,6,21
392,A1,15,G,main,Geld,das,,Noun,money,para,деньги,гроші,پول,مال,1,12
393,A1,15,G,main,Gemüse,das,,Noun,vegetables,sebze,овощи,овочі,سبزیجات,خضراوات,8,5
394,A1,16,G,main,Gepäck,das,,Noun,luggage,bagaj,багаж,багаж,چمدان / بار,أمتعة,8,10
395,A1,16,G,main,gerade,,,Other,just / straight,tam şimdi / düz,только что / прямо,щойно / прямо,همین حالا / مستقیم,للتو / مستقيم,5,21
396,A1,16,G,main,geradeaus,,,Other,straight ahead,dümdüz / düz ileri,прямо,прямо,مستقیم,مباشرة إلى الأمام,9,21
397,A1,16,G,main,gern,,,Other,gladly,seve seve / memnuniyetle,охотно,охоче,با میل / با خوشحالی,بسعادة / بكل سرور,4,21
398,A1,16,G,main,Geschäft,das,-e,Noun,shop / business,mağaza / iş,магазин / дело,магазин / справа,مغازه / کسب‌وکار,متجر / عمل,7,12
399,A1,16,G,main,Geschenk,das,-e,Noun,gift / present,hediye,подарок,подарунок,هدیه,هدية,7,21
400,A1,16,G,main,Geschwister,die,,Noun,siblings,kardeşler,братья и сёстры,брати і сестри,خواهر و برادر,إخوة وأخوات,10,3
401,A1,16,G,main,Gespräch,das,-e,Noun,conversation / talk,konuşma / görüşme,разговор / беседа,розмова / бесіда,گفتگو,محادثة / حديث,9,13
402,A1,16,G,main,gestern,,,Other,yesterday,dün,вчера,вчора,دیروز,أمس,6,2
403,A1,16,G,main,gestorben,,,Other,deceased / died,ölmüş / vefat etmiş,умерший / умер,померлий / помер,فوت شده / مرده,متوفى / توفي,9,21
404,A1,16,G,main,Getränk,das,-e,Noun,drink,içecek,напиток,напій,نوشیدنی,مشروب,8,5
405,A1,16,G,main,Gewicht,das,,Noun,weight,ağırlık,вес,вага,وزن,وزن,6,1
406,A1,16,G,main,gewinnen,,,Verb,to win,kazanmak,выигрывать,вигравати,بردن / برنده شدن,أن يفوز,7,15
407,A1,16,G,main,Glas,das,"-ä, er",Noun,glass / cup,bardak,стакан / стекло,склянка / скло,لیوان / شیشه,كوب / زجاج,1,5
408,A1,16,G,main,glauben,,,Verb,to believe,inanmak,верить,вірити,باور داشتن,أن يؤمن / يعتقد,6,21
409,A1,16,G,main,gleich,,,Other,soon / same,az sonra / aynı,скоро / одинаковый,скоро / однаковий,به زودی / یکسان,قريباً / نفس,5,21
410,A1,16,G,main,Gleis,das,-e,Noun,track / platform,ray / peron yolu,путь / платформа,колія / платформа,خط ریل / سکو,مسار / رصيف,4,11
411,A1,16,G,main,Glück,das,,Noun,luck / happiness,şans / mutluluk,счастье / удача,щастя / удача,خوش‌شانسی / خوشبختی,حظ / سعادة,4,19
412,A1,16,G,main,glücklich,,,Other,happy / lucky,mutlu / şanslı,счастливый / удачливый,щасливий / вдалий,خوشحال / خوش‌شانس,سعيد / محظوظ,7,19
413,A1,16,G,main,Glückwunsch,der,,Noun,congratulation,tebrik,поздравление,привітання,تبریک,تهنئة,10,21
414,A1,16,G,main,Grad,,,Noun,degree,derece,градус / степень,градус / ступінь,درجه,درجة,1,1
415,A1,16,G,main,gratulieren,,,Verb,to congratulate,tebrik etmek,поздравлять,вітати,تبریک گفتن,أن يهنئ,10,21
416,A1,16,G,main,grillen,,,Verb,to grill,ızgara yapmak,жарить на гриле,смажити на грилі,کباب کردن,أن يشوي,6,5
417,A1,16,G,main,groß,,,Other,big / tall,büyük / uzun,большой / высокий,великий / високий,بزرگ / بلند,كبير / طويل,1,21
418,A1,16,G,sub,Größe,die,,Noun,size / height,beden / boy,размер / рост,розмір / зріст,اندازه / قد,حجم / طول,8,7
419,A1,16,G,main,Großeltern,die,,Noun,grandparents,büyükanne ve büyükbaba,бабушка и дедушка,дідусь і бабуся,پدربزرگ و مادربزرگ,أجداد,9,3
420,A1,16,G,sub,Großmutter,die,,Noun,grandmother,büyükanne,бабушка,бабуся,مادربزرگ,جدة,9,3
421,A1,16,G,sub,Großvater,der,,Noun,grandfather,büyükbaba,дедушка,дідусь,پدربزرگ,جد,9,3
422,A1,16,G,main,Gruppe,die,-n,Noun,group,grup,группа,група,گروه,مجموعة,8,21
423,A1,16,G,main,Gruß,der,"-ü, e",Noun,greeting,selam,приветствие,привітання,سلام,تحية,4,21
424,A1,16,G,main,gültig,,,Other,valid / valid for use,geçerli,действительный,дійсний,معتبر,صالح / سارٍ,8,21
425,A1,16,G,main,günstig,,,Other,inexpensive / favorable,uygun fiyatlı / elverişli,выгодный / недорогой,вигідний / недорогий,ارزان / مناسب,رخيص / مناسب,8,12
426,A1,16,G,main,gut,,,Other,good,iyi,хороший,добрий,خوب,جيد,1,21
427,A1,16,H,main,Haar,das,-e,Noun,hair / hair strand,saç,волос / волосы,волосся,مو,شعر / خصلة شعر,1,4
428,A1,16,H,main,haben,,,Verb,to have,sahip olmak / olmak,иметь,мати,داشتن,أن يملك / يمتلك,1,21
429,A1,16,H,main,Hähnchen,das,-,Noun,chicken,tavuk,курица,курка,مرغ,دجاج,9,5
430,A1,16,H,main,Halbpension,die,,Noun,half board,yarım pansiyon,полупансион,напівпансіон,نیم‌پانسیون,إقامة مع وجبتين,10,10
431,A1,16,H,main,Halle,die,,Noun,hall,salon / hol,зал / холл,зал / хол,سالن,قاعة / صالة,4,21
432,A1,16,H,main,hallo,,,Other,hello,merhaba,привет / алло,привіт / алло,سلام,مرحباً,2,21
433,A1,17,H,main,halten,,,Verb,to stop / hold,durmak / tutmak,останавливать / держать,зупиняти / тримати,نگه داشتن / متوقف شدن,أن يتوقف / يمسك,5,21
434,A1,17,H,main,Haltestelle,die,,Noun,stop / station,durak,остановка,зупинка,ایستگاه,محطة / موقف,10,11
435,A1,17,H,main,Hand,die,"-ä, e",Noun,hand,el,рука,рука,دست,يد,1,4
436,A1,17,H,main,Handy,das,-s,Noun,mobile phone,cep telefonu,мобильный телефон,мобільний телефон,تلفن همراه,هاتف محمول,8,13
437,A1,17,H,main,Haus,das,"-ä, er",Noun,house,ev,дом,будинок,خانه,منزل / بيت,1,6
438,A1,17,H,main,Hausaufgabe,die,-n,Noun,homework,ev ödevi,домашнее задание,домашнє завдання,تکلیف خانه,واجب منزلي,10,9
439,A1,17,H,main,Hausfrau,die,-en/,Noun,housewife,ev hanımı,домохозяйка,домогосподарка,خانه‌دار,ربة منزل,9,8
440,A1,17,H,sub,Hausmann,der,,Noun,househusband,ev erkeği / ev işleri yapan erkek,домохозяин,домогосподар,مرد خانه‌دار,رجل منزل,9,8
441,A1,17,H,main,Heimat,die,,Noun,homeland / home region,vatan / memleket,родина,батьківщина / рідний край,میهن / زادگاه,وطن / موطن الأصلي,8,6
442,A1,17,H,main,heiraten,,,Verb,to marry,evlenmek,жениться / выходить замуж,одружуватися / виходити заміж,ازدواج کردن,أن يتزوج,7,3
443,A1,17,H,main,heißen,,,Verb,to be called / mean,adı olmak / anlamına gelmek,называться / значить,називатися / означати,نام داشتن / معنی دادن,أن يُسمى / يعني,5,21
444,A1,17,H,main,helfen,,,Verb,to help,yardım etmek,помогать,допомагати,کمک کردن,أن يساعد,5,21
445,A1,17,H,main,hell,,,Other,light / bright,açık renkli / parlak,светлый / яркий,світлий / яскравий,روشن,فاتح / مضيء,1,21
446,A1,17,H,main,Herd,der,,Noun,stove / cooker,ocak,плита,плита,اجاق گاز,موقد / طباخ,8,6
447,A1,17,H,main,Herr,der,-en,Noun,Mr. / gentleman,bay / bey,господин,пан,آقا,سيد / رجل,1,3
448,A1,17,H,main,herzlich,,,Other,warm / cordial,içten / samimi,сердечный,сердечний / щирий,صمیمانه / گرم,دافئ / ودي,9,21
449,A1,17,H,main,heute,,,Other,today,bugün,сегодня,сьогодні,امروز,اليوم,2,2
450,A1,17,H,main,hier,,,Other,here,burada,здесь,тут,اینجا,هنا,1,21
451,A1,17,H,main,Hilfe,die,,Noun,help,yardım,помощь,допомога,کمک,مساعدة,8,21
452,A1,17,H,main,hinten,,,Other,behind / at the back,arkada,сзади,позаду,پشت / عقب,خلف / في الخلف,8,21
453,A1,17,H,main,Hobby,das,-s,Noun,hobby,hobi,хобби,хобі,سرگرمی,هواية,4,15
454,A1,17,H,main,hoch,,,Other,high / tall,yüksek,высокий,високий,بلند / بالا,عالٍ / مرتفع,1,21
455,A1,17,H,main,Hochzeit,die,,Noun,wedding,düğün,свадьба,весілля,عروسی,زفاف / حفل زواج,9,3
456,A1,17,H,main,holen,,,Verb,to get / fetch,almak / gidip getirmek,брать / приносить,брати / приносити,آوردن / برداشتن,أن يجلب / يحضر,4,21
457,A1,17,H,main,hören,,,Verb,to hear / listen,duymak / dinlemek,слышать / слушать,чути / слухати,شنیدن / گوش دادن,أن يسمع / يستمع,2,13
458,A1,17,H,main,Hotel,das,-s,Noun,hotel,otel,отель,готель,هتل,فندق,4,10
459,A1,17,H,main,Hund,der,-e,Noun,dog,köpek,собака,собака,سگ,كلب,1,14
460,A1,17,H,main,Hunger,der,,Noun,hunger,açlık,голод,голод,گرسنگی,جوع,5,5
461,A1,17,I,main,ich,,,Other,I,ben,я,я,من,أنا,1,21
462,A1,17,I,main,ihr,,,Other,you / her,sen / onun,вы / ей,ви / їй,شما / او را,أنتم / لها,1,21
463,A1,17,I,main,ihm,,,Other,him / to him,ona,ему,йому,به او,له / إليه,1,21
464,A1,17,I,main,ihn,,,Other,him,onu,его,його,او را,إياه,1,21
465,A1,17,I,main,immer,,,Other,always,her zaman,всегда,завжди,همیشه,دائماً,1,21
466,A1,17,I,main,in,,,Other,in / into,içinde / içine,в / внутрь,в / у,در / به داخل,في / إلى داخل,1,21
467,A1,17,I,main,Information,die,-en,Noun,information,bilgi,информация,інформація,اطلاعات,معلومات,10,13
468,A1,17,I,main,international,,,Other,international,uluslararası,международный,міжнародний,بین‌المللی,دولي,10,18
469,A1,17,I,main,Internet,das,,Noun,internet,internet,интернет,інтернет,اینترنت,إنترنت,7,13
470,A1,18,J,main,ja,,,Other,yes,evet,да,так,بله,نعم,1,21
471,A1,18,J,main,Jacke,die,-n,Noun,jacket,ceket,куртка,куртка,کت,سترة / جاكيت,4,7
472,A1,18,J,main,jed,,,Other,every,her,каждый,кожний,هر,كل,4,21
473,A1,18,J,main,jetzt,,,Other,now,şimdi,сейчас,зараз,الان,الآن,2,21
474,A1,18,J,main,Job,der,-s,Noun,job,iş,работа,робота,کار,وظيفة / عمل,4,8
475,A1,18,J,main,Jugendliche,der,-n,Noun,young person / teenager,genç,подросток / молодой человек,підліток / молода людина,نوجوان / جوان,شاب / مراهق,10,3
476,A1,18,J,main,jung,,,Other,young,genç,молодой,молодий,جوان,شاب / صغير,1,21
477,A1,18,J,main,Junge,der,-n,Noun,boy,oğlan / erkek çocuk,мальчик,хлопець / хлопчик,پسر,ولد,2,3
478,A1,18,K,main,Kaffee,der,,Noun,coffee,kahve,кофе,кава,قهوه,قهوة,3,5
479,A1,18,K,main,kaputt,,,Other,broken / exhausted,bozuk / bitkin,сломанный / уставший,зламаний / виснажений,خراب / خسته,مكسور / منهك,5,21
480,A1,18,K,main,Karte,die,-n,Noun,card / map,kart / harita,карта / открытка,картка / карта,کارت / نقشه,بطاقة / خريطة,2,10
481,A1,18,K,main,Kartoffel,die,-n,Noun,potato,patates,картофель,картопля,سیب‌زمینی,بطاطس,7,5
482,A1,18,K,main,Kasse,die,,Noun,cash desk / checkout,kasa,касса,каса,صندوق,صندوق دفع / كاشير,4,12
483,A1,18,K,main,kaufen,,,Verb,to buy,satın almak,покупать,купувати,خریدن,أن يشتري,3,12
484,A1,18,K,main,kein,,,Other,no / not any,hiç / hiçbir,никакой / не,жодний / не,هیچ / هیچ‌کدام,لا / لا أي,1,21
485,A1,18,K,main,kennen,,,Verb,to know,tanımak,знать,знати,شناختن,أن يعرف,3,21
486,A1,18,K,sub,kennenlernen,,,Verb,to get to know,tanışmak,знакомиться,знайомитися,آشنا شدن,أن يتعرف على,10,3
487,A1,18,K,main,Kind,das,-er,Noun,child,çocuk,ребёнок,дитина,کودک,طفل,1,3
488,A1,18,K,main,Kindergarten,der,,Noun,kindergarten,anaokulu,детский сад,дитячий садок,مهدکودک,روضة أطفال,10,9
489,A1,18,K,main,Kino,das,-s,Noun,cinema,sinema,кинотеатр,кінотеатр,سینما,سينما,1,16
490,A1,18,K,main,Kiosk,der,,Noun,kiosk,kiosk,киоск,кіоск,کیوسک,كشك,8,12
491,A1,18,K,main,klar,,,Other,clear / okay,açık / tamam,ясный / понятно,ясний / зрозуміло,روشن / معلوم,واضح / حسناً,1,21
492,A1,18,K,main,Klasse,die,,Noun,class / grade,sınıf,класс,клас,کلاس,فصل / درجة,5,9
493,A1,18,K,main,Kleidung,die,,Noun,clothing,giysi / kıyafet,одежда,одяг,لباس,ملابس,9,7
494,A1,18,K,main,klein,,,Other,small / little,küçük,маленький,маленький,کوچک,صغير,2,21
495,A1,18,K,main,kochen,,,Verb,to cook,yemek pişirmek,готовить,готувати,آشپزی کردن,أن يطبخ,5,5
496,A1,18,K,main,Koffer,der,-,Noun,suitcase,valiz,чемодан,валіза,چمدان,حقيبة سفر,8,10
497,A1,18,K,main,Kollege,der,-n,Noun,colleague,iş arkadaşı,коллега,колега,همکار,زميل,8,8
498,A1,18,K,main,kommen,,,Verb,to come,gelmek,приходить,приходити,آمدن,أن يأتي,1,21
499,A1,18,K,main,können,,,Verb,can / to be able to,yapabilmek,мочь,могти,توانستن,أن يستطيع / يقدر,3,21
500,A1,18,K,main,Konto,das,,Noun,account,hesap,счёт,рахунок,حساب,حساب,8,12
501,A1,18,K,main,Kopf,der,,Noun,head,baş,голова,голова,سر,رأس,1,4
502,A1,18,K,main,kosten,,,Verb,to cost,maliyeti olmak,стоить,коштувати,قیمت داشتن,أن يكلف,5,12
503,A1,18,K,main,krank,,,Other,ill / sick,hasta,больной,хворий,بیمار,مريض,2,4
504,A1,18,K,main,kriegen,,,Verb,to get,almak,получать,отримувати,گرفتن,أن يحصل على,8,21
505,A1,18,K,main,Küche,die,,Noun,kitchen,mutfak,кухня,кухня,آشپزخانه,مطبخ,2,6
506,A1,18,K,main,Kuchen,der,,Noun,cake,pasta / kek,торт / пирог,торт / пиріг,کیک,كعكة,3,5
507,A1,19,K,main,Kugelschreiber,der,,Noun,ballpoint pen,tükenmez kalem,шариковая ручка,кулькова ручка,خودکار,قلم حبر جاف,10,9
508,A1,19,K,main,Kühlschrank,der,,Noun,refrigerator,buzdolabı,холодильник,холодильник,یخچال,ثلاجة,10,6
509,A1,19,K,main,kulturell,,,Other,cultural,kültürel,культурный,культурний,فرهنگی,ثقافي,9,16
510,A1,19,K,main,kümmern,,,Verb,to take care,kendine / biriyle ilgilenmek,заботиться,піклуватися,رسیدگی کردن,أن يعتني / يهتم بـ,8,21
511,A1,19,K,main,Kunde,der,-n,Noun,customer,müşteri,клиент,клієнт,مشتری,زبون / عميل,4,12
512,A1,19,K,main,Kurs,der,-e,Noun,course,kur,курс,курс,دوره,دورة,8,9
513,A1,19,K,main,kurz,,,Other,short,kısa,короткий,короткий,کوتاه,قصير,1,21
514,A1,19,L,main,lachen,,,Verb,to laugh,gülmek,смеяться,сміятися,خندیدن,أن يضحك,5,19
515,A1,19,L,main,Laden,der,-ä,Noun,shop / store,dükkan,магазин,магазин,مغازه,دكان / متجر,4,12
516,A1,19,L,main,Land,das,"-ä, er",Noun,country / land,ülke / toprak,страна / земля,країна / земля,کشور / سرزمین,بلد / أرض,1,20
517,A1,19,L,main,lang,,,Other,long,uzun,длинный,довгий,بلند / طولانی,طويل,1,21
518,A1,19,L,main,lange,,,Other,for a long time / long,uzun süre,долго,довго,برای مدت طولانی,لفترة طويلة / طويلاً,4,21
519,A1,19,L,main,langsam,,,Other,slow,yavaş,медленный,повільний,آهسته,بطيء,6,21
520,A1,19,L,main,laufen,,,Verb,to run / walk,koşmak / yürümek,бежать / идти,бігти / ходити,دویدن / راه رفتن,أن يركض / يمشي,5,15
521,A1,19,L,main,laut,,,Other,loud,gürültülü / yüksek sesli,громкий,гучний,بلند / پرصدا,صاخب / عالٍ,1,21
522,A1,19,L,main,leben,,,Verb,to live,yaşamak,жить,жити,زندگی کردن,أن يعيش,2,21
523,A1,19,L,sub,Leben,das,,Noun,life,hayat,жизнь,життя,زندگی,حياة,4,21
524,A1,19,L,sub,Lebensmittel,die,,Noun,food / groceries,gıda maddeleri,продукты питания,продукти харчування,مواد غذایی,طعام / بقالة,10,5
525,A1,19,L,main,ledig,,,Other,single (not married),bekar,неженатый / незамужняя,неодружений / незаміжня,مجرد,أعزب / غير متزوج,4,3
526,A1,19,L,main,legen,,,Verb,to lay / put,koymak,класть,класти,گذاشتن,أن يضع / يوضع,4,21
527,A1,19,L,main,Lehrer,der,-,Noun,teacher,öğretmen,учитель,вчитель,معلم,معلم / مدرس,3,8
528,A1,19,L,main,leicht,,,Other,easy / light,kolay / hafif,лёгкий,легкий,آسان / سبک,سهل / خفيف,3,21
529,A1,19,L,main,leider,,,Other,unfortunately,ne yazık ki,к сожалению,на жаль,متأسفانه,للأسف,8,21
530,A1,19,L,main,leise,,,Other,quietly / quiet,sessiz / alçak sesle,тихо / тихий,тихо / тихий,آرام / آهسته,بهدوء / هادئ,4,21
531,A1,19,L,main,lernen,,,Verb,to learn,öğrenmek,учиться / изучать,вчитися / вивчати,یاد گرفتن,أن يتعلم,3,9
532,A1,19,L,main,lesen,,,Verb,to read,okumak,читать,читати,خواندن,أن يقرأ,2,13
533,A1,19,L,main,letzt,,,Other,last,son,последний,останній,آخرین,أخير / الماضي,4,21
534,A1,19,L,main,Leute,die,,Noun,people,insanlar,люди,люди,مردم,ناس / أشخاص,2,21
535,A1,19,L,main,Licht,das,,Noun,light,ışık,свет,світло,نور,ضوء / نور,2,21
536,A1,19,L,main,lieb,,,Other,dear / nice,sevimli / sevgili,милый / дорогой,милий / любий,دوست‌داشتنی / عزیز,عزيز / لطيف,1,21
537,A1,19,L,sub,lieben,,,Verb,to love,sevmek,любить,любити,دوست داشتن,أن يحب,5,19
538,A1,19,L,sub,lieber,,,Other,preferably / dear,tercihen / sevgili,лучше / дорогой,краще / любий,ترجیحاً / عزیز,يُفضَّل / عزيز,5,21
539,A1,19,L,main,Lieblings-,,,Other,favorite-,en sevilen-,любимый-,улюблений-,موردعلاقه-,المفضل-,9,21
540,A1,19,L,main,Lied,das,-er,Noun,song,şarkı,песня,пісня,آهنگ,أغنية,8,16
541,A1,19,L,main,liegen,,,Verb,to lie / be situated,uzanmak / bulunmak,лежать / находиться,лежати / знаходитися,دراز کشیدن / قرار داشتن,أن يستلقي / يقع,5,21
542,A1,19,L,main,links,,,Other,left / on the left,sol / solda,слева / левый,ліворуч / лівий,چپ / در سمت چپ,يسار / على اليسار,4,21
543,A1,19,L,main,Lkw,der,-s,Noun,truck,kamyon,грузовик,вантажівка,کامیون,شاحنة,8,13
544,A1,19,L,main,Lokal,das,,Noun,restaurant / venue,lokanta / mekan,заведение / ресторан,заклад / ресторан,رستوران / محل,مطعم / مكان,8,5
545,A1,19,L,main,Lösung,die,-en,Noun,solution,çözüm,решение,рішення,راه‌حل,حل,8,13
546,A1,19,L,main,lustig,,,Other,funny / cheerful,eğlenceli / komik,весёлый / смешной,веселий / смішний,بامزه / شاد,مضحك / مرح,8,21
547,A1,19,M,main,machen,,,Verb,to do / make,yapmak,делать,робити,انجام دادن / ساختن,أن يفعل / يصنع,1,21
548,A1,20,M,main,Mädchen,das,-,Noun,girl,kız,девочка,дівчина / дівчинка,دختر,فتاة,3,3
549,A1,20,M,main,man,,,Other,one / you,insan / biri,кто-то / человек,хтось / людина,آدم / کسی,المرء / أحد,1,21
550,A1,20,M,main,Mann,der,"-ä, er",Noun,man,erkek / adam,мужчина,чоловік,مرد,رجل,1,3
551,A1,20,M,sub,männlich,,,Other,male,erkek,мужской,чоловічий,مذکر / مرد,ذكر,9,21
552,A1,20,M,main,Maschine,die,-n,Noun,machine,makine,машина,машина,ماشین,آلة / ماكينة,9,17
553,A1,20,M,main,Meer,das,,Noun,sea,deniz,море,море,دریا,بحر,1,14
554,A1,20,M,main,mehr,,,Other,more,daha fazla,больше,більше,بیشتر,أكثر,1,21
555,A1,20,M,main,mein,,,Other,my,benim,мой,мій,مال من / من,ملكي / الخاص بي,1,21
556,A1,20,M,main,meist,,,Other,mostly / most,çoğunlukla / en çok,большей частью / больше всего,переважно / найбільше,اغلب / بیشتر,معظم / في الغالب,4,21
557,A1,20,M,main,Mensch,der,-en,Noun,person / human,insan,человек,людина,انسان,شخص / إنسان,3,21
558,A1,20,M,main,mieten,,,Verb,to rent,kiralamak,арендовать,орендувати,اجاره کردن,أن يستأجر,8,6
559,A1,20,M,sub,Miete,die,,Noun,rent,kira,аренда / квартплата,оренда / орендна плата,اجاره,إيجار,8,6
560,A1,20,M,main,Milch,die,,Noun,milk,süt,молоко,молоко,شیر,حليب,2,5
561,A1,20,M,main,mit,,,Other,with,ile,с,з / із,با,مع,1,21
562,A1,20,M,main,mitbringen,,,Verb,to bring along,yanında getirmek,принести с собой,принести з собою,همراه آوردن,أن يحضر معه,9,21
563,A1,20,M,main,mitkommen,,,Verb,to come along,birlikte gelmek,идти с кем-то,йти разом,همراه آمدن,أن يأتي معاً,9,21
564,A1,20,M,main,mitmachen,,,Verb,to participate,katılmak,участвовать,брати участь,شرکت کردن,أن يشارك,9,21
565,A1,20,M,main,mitnehmen,,,Verb,to take along,yanına almak,взять с собой,взяти з собою,همراه بردن,أن يأخذ معه,9,21
566,A1,20,M,main,Mitte,die,,Noun,middle / center,orta / merkez,середина / центр,середина / центр,وسط / مرکز,وسط / مركز,4,21
567,A1,20,M,main,Möbel,die,,Noun,furniture,mobilya,мебель,меблі,مبلمان,أثاث,8,6
568,A1,20,M,main,möchten,,,Verb,would like to,istemek,хотел бы,хотіти б,دوست داشتن / مایل بودن,يود / يرغب في,3,21
569,A1,20,M,main,mögen,,,Verb,to like,sevmek / hoşlanmak,любить / нравиться,любити / подобатися,دوست داشتن,أن يحب,4,21
570,A1,20,M,main,möglich,,,Other,possible,mümkün,возможный,можливий,ممکن,ممكن,8,21
571,A1,20,M,main,Moment,der,,Noun,moment,an,момент,момент,لحظه,لحظة,8,2
572,A1,20,M,main,morgen,,,Other,tomorrow / morning,yarın / sabah,завтра / утро,завтра / ранок,فردا / صبح,غداً / صباحاً,3,2
573,A1,20,M,main,müde,,,Other,tired,yorgun,усталый,втомлений,خسته,متعب,4,21
574,A1,20,M,main,Mund,der,,Noun,mouth,ağız,рот,рот,دهان,فم,1,4
575,A1,20,M,main,müssen,,,Verb,must / have to,zorunda olmak,должен / нужно,мусити / треба,باید,يجب / ينبغي,3,21
576,A1,20,M,main,Mutter,die,-ü,Noun,mother,anne,мать,мати,مادر,أم / والدة,3,3
577,A1,20,N,main,nach,,,Other,after / to,sonra / -e doğru,после / в,після / до,بعد از / به سوی,بعد / إلى,1,21
578,A1,20,N,main,nächst,,,Other,next,sonraki,следующий,наступний,بعدی,التالي / القادم,5,21
579,A1,20,N,main,Name,der,-n,Noun,name,isim / ad,имя,ім'я,نام,اسم,1,21
580,A1,20,N,main,nehmen,,,Verb,to take,almak,брать,брати,گرفتن,أن يأخذ,3,21
581,A1,20,N,main,nein,,,Other,no,hayır,нет,ні,نه,لا,1,21
582,A1,20,N,main,neu,,,Other,new,yeni,новый,новий,جدید,جديد,1,21
583,A1,20,N,main,nicht,,,Other,not,değil / değil mi,не,не,نه,لا / لم,1,21
584,A1,20,N,main,nichts,,,Other,nothing,hiçbir şey,ничего,нічого,هیچ چیز,لا شيء,5,21
585,A1,20,N,main,nie,,,Other,never,asla,никогда,ніколи,هرگز,أبداً,1,21
586,A1,21,N,main,noch,,,Other,still / another,hâlâ / daha,ещё,ще,هنوز / باز هم,لا يزال / آخر,1,21
587,A1,21,N,main,normal,,,Other,normal,normal,нормальный,нормальний,عادی,عادي,8,21
588,A1,21,N,main,Nummer,die,-n,Noun,number,numara,номер,номер,شماره,رقم,3,1
589,A1,21,N,main,nur,,,Other,only,sadece,только,лише,فقط,فقط,1,21
590,A1,21,O,main,oben,,,Other,upstairs / above,yukarıda,вверху,вгорі,بالا,في الأعلى / فوق,4,21
591,A1,21,O,main,Obst,das,,Noun,fruit,meyve,фрукты,фрукти,میوه,فاكهة,1,5
592,A1,21,O,main,oder,,,Other,or,veya / ya da,или,або,یا,أو,1,21
593,A1,21,O,main,öffnen,,,Verb,to open,açmak,открывать,відкривати,باز کردن,أن يفتح,5,21
594,A1,21,O,sub,geöffnet,,,Other,open,açık,открыто,відчинено,باز,مفتوح,7,21
595,A1,21,O,main,oft,,,Other,often,sık sık,часто,часто,اغلب,كثيراً / في الغالب,1,21
596,A1,21,O,main,ohne,,,Other,without,-sız / olmadan,без,без,بدون,بدون,1,21
597,A1,21,O,main,Öl,das,,Noun,oil,yağ,масло,олія,روغن,زيت,1,5
598,A1,21,O,main,Oma,die,-s,Noun,grandma,büyükanne,бабушка,бабуся,مادربزرگ,جدة,1,3
599,A1,21,O,main,Opa,der,-s,Noun,grandpa,büyükbaba,дедушка,дідусь,پدربزرگ,جد,1,3
600,A1,21,O,main,Ordnung,die,,Noun,order / tidiness,düzen,порядок,порядок,نظم / ترتیب,نظام / ترتيب,8,21
601,A1,21,O,main,Ort,der,-e,Noun,place / location,yer,место,місце,مکان,مكان / موقع,4,20
602,A1,21,P,main,Papier,das,,Noun,paper,kağıt,бумага,папір,کاغذ,ورق / كاغد,3,21
603,A1,21,P,main,Papiere,die,,Noun,papers / documents,evraklar / belgeler,документы,документи,مدارک,أوراق / وثائق,6,21
604,A1,21,P,main,Partner,der,-/,Noun,partner,eş / partner,партнёр,партнер,شریک / همسر,شريك,8,3
605,A1,21,P,sub,Partnerin,die,-nen,Noun,female partner,kadın partner / eş,партнёрша,партнерка,شریک زن / همسر,شريكة,9,3
606,A1,21,P,main,Party,die,,Noun,party,parti,вечеринка,вечірка,مهمانی,حفلة,2,15
607,A1,21,P,main,Pass,der,"-ä, e",Noun,passport,pasaport,паспорт,паспорт,گذرنامه,جواز سفر,4,10
608,A1,21,P,main,Pause,die,-n,Noun,break / pause,mola,перерыв,перерва,استراحت / وقفه,استراحة / توقف,8,2
609,A1,21,P,main,Plan,der,"-ä, e",Noun,plan,plan,план,план,برنامه,خطة,1,21
610,A1,21,P,main,Platz,der,"-ä, e",Noun,place / seat,yer / koltuk,место,місце,جا / محل,مكان / مقعد,2,20
611,A1,21,P,main,Polizei,die,,Noun,police,polis,полиция,поліція,پلیس,شرطة,6,18
