id,level,source_page,section,entry_type,word,article,plural,word_type,verb_present,verb_past,verb_perfect,translation_en,translation_tr,translation_ru,translation_uk,translation_fa,translation_ar,difficulty,category_id,example_de
1847,B1,52,B,main,biss,,,Other,,,,bit / a little,biraz,кусок / немного,трохи / кусав,کمی,قليلاً,2,21,"Er ist ein biss müde, aber macht trotzdem weiter."
1848,B1,52,J,main,je,,,Other,,,,each / ever,her / hiç,каждый / когда-либо,кожен / колись,هر / تا به حال,كل,1,21,"Je mehr man übt, desto besser wird man."
1849,B1,52,J,main,Jeans,die,,Noun,,,,jeans,kot pantolon / jeans,джинсы,джинси,شلوار جین,بنطال جينز,3,7,Sie trägt am liebsten Jeans und ein T-Shirt.
1850,B1,52,I,main,Inserat,das,-e,Noun,,,,advertisement / classified ad,ilan / reklam,объявление / реклама,оголошення / реклама,آگهی / اعلامیه,إعلان,7,13,Sie hat das Inserat in der Zeitung gelesen und sich sofort gemeldet.
1851,B1,52,I,main,insgesamt,,,Other,,,,altogether / in total,toplam / hepsi birlikte,всего / в общей сложности,загалом / разом,در مجموع,إجمالاً,8,1,Die Reise hat insgesamt zwei Wochen gedauert.
1852,B1,52,I,main,installieren,,,Verb,installiert,installierte,hat installiert,to install,yüklemek / kurmak,устанавливать,встановлювати,نصب کردن,يُثبِّت,10,17,Er hat ein neues Programm auf seinem Laptop installiert.
1853,B1,52,I,main,Institut,das,-e,Noun,,,,institute,enstitü,институт,інститут,مؤسسه,معهد,7,21,Sie studiert am Institut für Germanistik an der Uni.
1854,B1,52,I,main,Instrument,das,"-eintegrieren, integriert, in-",Noun,,,,instrument,enstrüman / alet,инструмент,інструмент,ساز / ابزار,آلة موسيقية,8,16,"Er spielt mehrere Instrumente, darunter Geige und Klavier."
1855,B1,52,I,main,Integration,die,-en,Noun,,,,integration,entegrasyon / bütünleşme,интеграция,інтеграція,ادغام / یکپارچه‌سازی,اندماج,9,18,Die Integration der neuen Mitarbeiter verlief sehr reibungslos.
1856,B1,52,I,main,intelligent,,,Other,,,,intelligent,zeki / akıllı,умный / интеллектуальный,розумний / інтелектуальний,باهوش,ذكي,9,19,Sie ist sehr intelligent und lernt schnell.
1857,B1,52,I,main,Intelligenz,die,,Noun,,,,intelligence,zeka,интеллект,інтелект,هوش,ذكاء,9,21,Künstliche Intelligenz verändert viele Bereiche unseres Alltags.
1858,B1,52,I,main,intensiv,,,Other,,,,intensive,yoğun,интенсивный,інтенсивний,فشرده,مكثف,6,21,"Das Training war intensiv, aber sehr effektiv."
1859,B1,52,I,main,Intensivkurs,der,-e,Noun,,,,intensive course,yoğun kurs,интенсивный курс,інтенсивний курс,دوره فشرده,دورة مكثفة,10,9,"Sie belegte einen Intensivkurs in Deutsch, um schnell Fortschritte zu machen."
1860,B1,52,I,main,interessieren,,,Verb,interessiert,interessierte,hat interessiert,to interest / to be interested in,ilgilendirmek / ilgilenmek,интересовать,цікавити / цікавитися,جالب بودن / علاقه‌مند شدن,يهتم,10,21,Er interessiert sich sehr für Geschichte und liest viele Bücher darüber.
1861,B1,52,I,main,interessant,,,Other,,,,interesting,ilginç / ilgi çekici,интересный,цікавий,جالب,مثير للاهتمام,9,21,"Das Buch ist sehr interessant, ich kann es kaum weglegen."
1862,B1,52,I,main,Interesse,das,-n,Noun,,,,interest,ilgi / çıkar,интерес,інтерес,علاقه,اهتمام,8,21,Sie hat großes Interesse an Kunst und besucht regelmäßig Galerien.
1863,B1,52,I,main,interessiert,,,Other,,,,interested,ilgili / meraklı,заинтересованный,зацікавлений,علاقه‌مند,مهتم,10,21,Er ist an der deutschen Kultur sehr interessiert.
1864,B1,52,I,main,interkulturell,,,Other,,,,intercultural,kültürlerarası,межкультурный,міжкультурний,میان‌فرهنگی,بين الثقافات,10,21,Interkulturelles Verständnis ist wichtig für ein gutes Zusammenleben.
1865,B1,52,I,main,international,,,Other,,,,international,uluslararası,международный,міжнародний,بین‌المللی,دولي,10,18,Das Unternehmen ist international tätig und hat Büros in zehn Ländern.
1866,B1,52,S,main,interessantes,,,Other,,,,interesting,,интересный,цікаве (знах.),جالب,مثير للاهتمام,10,21,Sie hat heute etwas interessantes in der Zeitung gelesen.
1867,B1,52,K,main,können,,,Verb,,,,to be able to / can,-ebilmek,мочь / быть в состоянии,могти,توانستن,يستطيع,3,21,Dank intensivem Training können wir bald fließend sprechen.
1868,B1,52,G,main,gesehen,,,Verb,,,,seen,görmüş,увиденный / видел,побачений,دیده شده,رأى,5,21,Ich habe den Film schon gesehen.
1869,B1,52,S,main,sondern,,,Verb,,,,but rather,aksine,а не / но скорее,а / натомість,بلکه,بل,5,21,"Er ist nicht krank, sondern nur müde."
1870,B1,52,G,main,geirrt,,,Other,,,,mistaken,yanılmış,ошибся,помилився,اشتباه کرده,أخطأ,4,21,Er hat sich geirrt und musste seine Aussage korrigieren.
1871,B1,52,D,main,da,,,Other,,,,there / since,orada / çünkü,там / тогда,там / оскільки,آنجا / چون,هناك,1,21,"Da es regnete, blieben alle drinnen."
1872,B1,52,G,main,geht,,,Other,,,,goes,gidiyor,идёт,іде,می‌رود,يذهب,2,21,Wie es ihm geht? Es geht ihm heute besser.
1873,B1,52,Z,main,zwischen,,,Verb,,,,between,arasında,между,між,بین,بين,6,21,Der neue Park liegt zwischen dem Rathaus und der Bibliothek.
1874,B1,52,B,main,bekommt,,,Other,,,,receives,alıyor,получает,отримує,دریافت می‌کند,يستقبل,5,21,Er bekommt monatlich sein Gehalt auf das Konto überwiesen.
1875,B1,52,B,main,besser,,,Other,,,,better,daha iyi,лучше,краще,بهتر,أفضل,4,21,Das neue Modell ist besser als das alte.
1876,B1,52,F,main,für,,,Other,,,,for,için,для,для,برای,لـ,1,21,Er kauft jeden Tag frische Brötchen für das Frühstück.
1877,B1,52,K,main,kleinen,,,Verb,,,,small,küçük,маленький,маленький (знах.),کوچک,صغير,5,21,Sie lebt in einer kleinen Wohnung im Zentrum.
1878,B1,52,I,main,integriert,,,Other,,,,integrated,entegre edilmiş,интегрированный,інтегрований,ادغام شده,مندمج,8,21,Die Kinder sind gut integriert und haben viele Freunde gefunden.
1879,B1,52,B,main,besser,,,Other,,,,better,daha iyi,лучше,краще,بهتر,أفضل,4,21,Mit mehr Übung wird es besser.
1880,B1,52,G,main,gut,,,Other,,,,good,iyi,хороший,добре,خوب,جيد,1,21,Er hat einen guten Ruf als zuverlässiger Mitarbeiter.
1881,B1,52,E,main,einen,,,Verb,,,,a / one,bir,один / какой-то,один (знах.),یک,واحد,1,21,Er kaufte einen Blumenstrauß für seine Mutter.
1882,B1,52,I,main,interessiert,,,Other,,,,interested,ilgili,заинтересованный,зацікавлений,علاقه‌مند,مهتم,10,21,Sie ist sehr interessiert an neuen Technologien.
1883,B1,52,G,main,gelesen,,,Verb,,,,read,okundu,прочитанный / читал,прочитаний,خوانده شده,قرأ,5,21,Er hat den Artikel in der Zeitung gelesen.
1884,B1,52,A,main,aus,,,Other,,,,from / out of,-den,из,з / із,از,من,1,21,Sie kommt aus einer kleinen Stadt aus dem Norden.
1885,B1,52,I,main,interkulturell,,,Other,,,,intercultural,,межкультурный,міжкультурний,میان‌فرهنگی,بين الثقافات,10,21,Das interkulturelle Treffen hat alle Beteiligten bereichert.
1886,B1,52,E,main,interkulturelles,,,Other,,,,intercultural,,межкультурный,міжкультурне,میان‌فرهنگی,بين الثقافات,10,21,Sie nimmt an einem interkulturellen Austauschprogramm teil.
1887,B1,52,S,main,sind,,,Other,,,,are,,есть / являются,є (мн.),هستند,هم,2,21,Alle Mitarbeiter sind sehr engagiert und fleißig.
1888,B1,52,B,main,bekannt,,,Other,,,,known,tanınan,известный,відомий,معروف / شناخته شده,معروف,5,3,Er ist in der ganzen Stadt als guter Arzt bekannt.
1889,B1,53,K,main,Kabel,das,-,Noun,,,,cable,kablo,кабель,кабель / провід,کابل,كابل,3,17,Das Ladekabel liegt auf dem Schreibtisch neben dem Laptop.
1890,B1,53,K,main,Kabine,die,-n,Noun,,,,cabin / cubicle,kabin / soyunma kabini,кабина / кабинка,кабіна,کابین,كابينة,7,6,"Sie zog sich in der Kabine um, bevor sie ins Hallenbad ging."
1891,B1,53,K,main,Kaffee,der,,Noun,,,,coffee,kahve,кофе,кава,قهوه,قهوة,4,5,Möchten Sie einen Kaffee oder lieber Tee?
1892,B1,53,K,main,Kaffeehaus,das,¨-er,Noun,,,,coffee house / café,kahvehane / kafe,кофейня / кафе,кав'ярня,کافه‌خانه,مقهى,8,5,Das gemütliche Kaffeehaus am Stadtrand lädt zum Verweilen ein.
1893,B1,53,K,main,Kakao,der,-sder,Noun,,,,cocoa / hot chocolate,kakao / sıcak çikolata,какао / горячий шоколад,какао,کاکائو,كاكاو,3,5,Die Kinder trinken morgens gerne warmen Kakao.
1894,B1,53,K,main,kalt,,,Other,,,,cold,soğuk,холодный,холодний,سرد,بارد,2,21,Im Winter ist es draußen sehr kalt.
1895,B1,53,K,main,Kälte,die,,Noun,,,,cold / coldness,soğuk / soğukluk,холод / мороз,холод,سرما,برد,3,14,Die Kälte in dieser Region kann im Winter bis auf minus zwanzig Grad fallen.
1896,B1,53,K,main,Kamera,die,-s,Noun,,,,camera,kamera / fotoğraf makinesi,камера,камера / фотоапарат,دوربین,كاميرا,4,16,Der Fotograf nutzt eine hochwertige Kamera für seine Aufnahmen.
1897,B1,53,K,main,kämpfen,,,Verb,kämpft,kämpfte,hat gekämpft,to fight / to struggle,savaşmak / mücadele etmek,бороться / сражаться,боротися,جنگیدن / مبارزه کردن,يقاتل,5,15,Die Mannschaft kämpft bis zum letzten Moment und verliert knapp.
1898,B1,53,K,main,Kampf,der,¨-e,Noun,,,,fight / struggle / battle,savaş / mücadele,борьба / бой,боротьба / бій,جنگ / مبارزه,نضال,3,21,Der Kampf gegen die Armut erfordert internationale Zusammenarbeit.
1899,B1,53,K,main,Kanal,der,¨-e,Noun,,,,canal / channel,kanal,канал,канал,کانال,قناة,3,13,Der Schiffskanal verbindet die zwei benachbarten Städte miteinander.
1900,B1,53,K,main,Kandidat,der,-endie,Noun,,,,candidate,aday,кандидат,кандидат,نامزد,مرشح,7,18,Der Kandidat stellte sich kurz vor und beantwortete alle Fragen.
1901,B1,53,K,main,Kantine,die,-n,Noun,,,,canteen / cafeteria,kantin / yemekhane,столовая / кафетерий,їдальня / кантина,غذاخوری,كافيتيريا,7,5,In der Firmenkantine können Mitarbeiter günstig zu Mittag essen.
1902,B1,53,K,main,Kapitel,das,-jederzeit,Noun,,,,chapter,bölüm / fasıl,глава,розділ / глава,فصل,فصل,7,13,Das erste Kapitel des Buches hat mich sofort begeistert.
1903,B1,53,J,main,jedes,,,Other,,,,every / each,her,каждый,кожен (знах.),هر,كل,3,21,Jedes Kind in der Klasse hat einen anderen Lernstil.
1904,B1,53,J,main,jedoch,,,Other,,,,however,ancak / bununla birlikte,однако,однак / проте,اما / با این حال,ومع ذلك,4,21,"Er war müde, jedoch hat er pünktlich die Aufgabe abgegeben."
1905,B1,53,J,main,jemals,,,Other,,,,ever,hiç / şimdiye kadar hiç,когда-либо,коли-небудь,تا به حال,في أي وقت,4,21,Warst du jemals in Japan? Ich noch nicht.
1906,B1,53,J,main,jemand,,,Other,,,,someone,biri / birisi,кто-то,хтось,کسی,شخص ما,4,21,Hat jemand meine Schlüssel gesehen?
1907,B1,53,J,main,jetzt,,,Other,,,,now,şimdi,сейчас,зараз / тепер,الان / حالا,الآن,3,21,"Wir müssen jetzt aufbrechen, sonst verpassen wir den Zug."
1908,B1,53,J,main,jeweils,,,Other,,,,each / respectively,her biri / sırasıyla,каждый раз / соответственно,кожен / відповідно,هر بار / به ترتیب,في كل مرة,5,21,Jeder Schüler bekommt jeweils ein Exemplar des Buches.
1909,B1,53,J,main,Journalist,der,-en,Noun,,,,journalist (male),gazeteci (erkek),журналист (муж.),журналіст,روزنامه‌نگار (مرد),صحفي,8,8,Der Journalist interviewte den Minister live im Fernsehen.
1910,B1,53,J,main,Journalistin,die,-nen,Noun,,,,journalist (female),gazeteci (kadın),журналист (жен.),журналістка,روزنامه‌نگار (زن),صحفية,10,8,Die Journalistin berichtete über die Lage in der Krisenregion.
1911,B1,53,J,main,Jugend,die,,Noun,,,,youth,gençlik,молодёжь,молодь,جوانی,شباب,7,3,In seiner Jugend spielte er im Stadtpark täglich Fußball.
1912,B1,53,J,main,Jugendliche,der,-n,Noun,,,,young person / teenager (male),genç (erkek),подросток / молодой человек (муж.),молода людина / підліток,جوان,شاب,9,3,Viele Jugendliche verbringen viel Zeit mit dem Smartphone.
1913,B1,53,J,main,Jugendliche,die,-nen,Noun,,,,young person / teenager (female),genç (kadın),подросток / молодая девушка (жен.),молода людина / підліток (жін.),جوان (مؤنث),شابة,9,3,Die Jugendliche lernte drei Sprachen gleichzeitig.
1914,B1,53,J,main,Jugendherberge,die,-n,Noun,,,,youth hostel,gençlik yurdu / hostel,молодёжный хостел,молодіжний хостел,خوابگاه جوانان,نزل شباب,10,10,Sie übernachteten günstig in einer Jugendherberge am Stadtrand.
1915,B1,53,J,main,jung,,,Other,,,,young,genç,молодой,молодий,جوان,شاب,2,21,"Er ist noch jung, hat aber schon viel Erfahrung."
1916,B1,53,J,main,Junge,der,-n,Noun,,,,boy,erkek çocuk / oğlan,мальчик,хлопчик,پسر,ولد,3,3,"Der kleine Junge weinte, weil er sein Eis fallen gelassen hatte."
1917,B1,53,G,main,gerät,,,Other,,,,device / gets,cihaz / düşüyor,устройство / попадает,пристрій / потрапляє,دستگاه / می‌افتد,جهاز,3,17,"Das Gerät gerät nicht in Betrieb, weil der Strom fehlt."
1918,B1,53,M,main,mit,,,Other,,,,with,ile,с / при помощи,з / із,با,مع,1,21,Sie fährt täglich mit dem Bus zur Schule.
1919,B1,53,L,main,laden,,,Verb,,,,to load / to charge,yüklemek / şarj etmek,загружать / заряжать,завантажувати / заряджати,بارگذاری کردن / شارژ کردن,يحمِّل,3,12,"Er muss sein Handy noch laden, bevor er das Haus verlässt."
1920,B1,53,E,main,ein,,,Other,,,,a / one,bir,один / какой-то,(артикль),یک,واحد,1,21,Er kaufte ein Buch und ein Magazin.
1921,B1,53,E,main,essen,,,Verb,,,,to eat,yemek yemek,есть,їсти,خوردن,يأكل,3,5,"Er will etwas essen, bevor die Veranstaltung beginnt."
1922,B1,53,Z,main,zwei,,,Other,,,,two,iki,два,два,دو,اثنان,2,1,Er spricht zwei Sprachen und lernt gerade eine dritte.
1923,B1,53,A,main,anders,,,Other,,,,different / otherwise,farklı,по-другому / иначе,по-іншому / інакше,متفاوت / به گونه دیگر,مختلف,4,21,"Er macht das anders als alle anderen, und das macht ihn besonders."
1924,B1,53,L,main,leihen,,,Verb,,,,to lend / to borrow,ödünç vermek / ödünç almak,одалживать / брать взаймы,позичати / давати позику,قرض دادن / قرض گرفتن,يقترض,4,12,Kann ich mir dein Fahrrad leihen? Meins ist kaputt.
1925,B1,53,N,main,Fitness-Studio,,,Other,,,,fitness studio,,фитнес-студия,фітнес-зал,باشگاه ورزشی,نادي رياضي,10,15,Sie geht dreimal die Woche ins Fitness-Studio.
1926,B1,53,M,main,meinem,,,Other,,,,my (dative),benim,моему,моєму (дат.),مال من (حالت اضافه),لي,4,21,Er erzählte meinem Bruder die Geschichte.
1927,B1,53,A,main,anders,,,Other,,,,different,farklı,по-другому / иначе,по-іншому,متفاوت,مختلف,4,21,Sie macht das immer anders als erwartet.
1928,B1,53,D,main,donnerstags,,,Other,,,,on Thursdays,perşembeleri,по четвергам,щочетверга,پنجشنبه‌ها,كل خميس,9,2,Der Kurs findet donnerstags um neun Uhr statt.
1929,B1,53,W,main,werden,,,Verb,,,,to become,olmak,становиться,ставати,شدن,يصبح,4,21,Er will Arzt werden und studiert Medizin.
1930,B1,53,F,main,für,,,Other,,,,for,için,для,для,برای,لـ,1,21,"Das Paket ist für dich, es kam heute Morgen an."
1931,B1,53,I,main,ich,,,Other,,,,I,ben,я,я,من,أنا,1,21,Ich bin sehr gespannt auf den neuen Film.
1932,B1,53,T,main,-te,,,Other,,,,(word fragment),,(фрагмент слова),(фрагмент),(پاره کلمه),لاحقة,1,21,Er suchte die getippte Seite im Heft.
1933,B1,54,K,main,Käuferin,die,-nen,Noun,,,,female buyer / female customer,kadın alıcı / kadın müşteri,покупательница / клиентка (жен.),покупниця,خریدار (زن),مشترية,7,12,Die Käuferin verhandelte den Preis und bekam einen Rabatt.
1934,B1,54,K,main,kaum,,,Other,,,,barely / hardly,neredeyse yok / güçlükle,едва / почти не,ледве / майже не,به زحمت / تقریباً نه,بالكاد,2,21,"Er spricht kaum, weil er sehr schüchtern ist."
1935,B1,54,K,main,kein,,,Other,,,,no / not a,hiç / hiçbir,никакой / ни один,жоден / жодна,هیچ / نه,لا,2,21,Ich habe kein Geld mehr dabei.
1936,B1,54,K,main,Keller,der,-,Noun,,,,cellar / basement,bodrum / mahzen,подвал,підвал / льох,زیرزمین,قبو,4,6,Im Keller lagern viele alte Kisten und Möbel.
1937,B1,54,K,main,Kellner,der,-,Noun,,,,waiter / server (male),garson (erkek),официант (муж.),офіціант,گارسون (مرد),نادل,5,8,Der Kellner brachte die Bestellung in wenigen Minuten.
1938,B1,54,K,main,Kellnerin,die,-nen,Noun,,,,waitress / server (female),garson (kadın),официантка (жен.),офіціантка,گارسون (زن),نادلة,8,8,Die Kellnerin empfahl uns das Tagesgericht.
1939,B1,54,K,main,kennen,,,Verb,kennt,kannte,hat gekannt,to know / to be familiar with,tanımak / bilmek,знать (человека или место),знати / бути знайомим,شناختن,يعرف,4,21,Ich kenne ihn schon seit vielen Jahren.
1940,B1,54,K,main,kennenlernen,,,Verb,lernt,,,to get to know / to meet,tanışmak,знакомиться / узнавать,познайомитися,آشنا شدن,يتعرف على,10,3,Sie lernten sich auf einer Konferenz kennen.
1941,B1,54,K,main,kennen,,,Verb,lernte kennen,,hat kennengelernt,to know,tanımak,знать (человека или место),знати,شناختن,يعرف,4,21,Kennst du die Regel? Ich kenne sie nicht.
1942,B1,54,K,main,Kenntnisse,die,,Noun,,,,knowledge / skills,bilgi / beceriler,знания / навыки,знання / навички,دانش / مهارت‌ها,معرفة,8,9,Für diese Stelle braucht man gute Kenntnisse in Englisch.
1943,B1,54,K,main,Kennzeichen,das,-,Noun,,,,license plate / identifier,plaka / işaret,номерной знак / обозначение,номерний знак / ідентифікатор,پلاک / شناسه,لوحة ترخيص,9,21,Das Kennzeichen des Autos beginnt mit den Buchstaben M für München.
1944,B1,54,K,main,Kerze,die,-ndie,Noun,,,,candle,mum,свеча,свічка,شمع,شمعة,3,6,"Der Strom ist ausgefallen, deshalb haben wir Kerzen angezündet."
1945,B1,54,K,main,Kindergarten,der,¨-,Noun,,,,kindergarten / preschool,anaokulu,детский сад,дитячий садок,مهد کودک,روضة أطفال,10,9,Das Kind besucht seit diesem Jahr den Kindergarten.
1946,B1,54,K,main,Kindheit,die,,Noun,,,,childhood,çocukluk,детство,дитинство,کودکی,طفولة,6,3,Er erinnert sich gerne an seine glückliche Kindheit.
1947,B1,54,K,main,Kino,das,-s,Noun,,,,cinema / movie theater,sinema,кинотеатр,кінотеатр,سینما,سينما,2,16,Am Freitagabend gehen sie meist ins Kino.
1948,B1,54,K,main,Kiosk,der,-edie,Noun,,,,kiosk / newsstand,büfe / kiosk,киоск,кіоск,دکه / کیوسک,كشك,3,12,Am Kiosk kauft er jeden Morgen eine Zeitung.
1949,B1,54,K,main,kaputtgehen,,,Verb,,,,to break down / to stop working,bozulmak / çökmek,ломаться / выходить из строя,ламатися / виходити з ладу,خراب شدن,يتعطل,9,21,"Das Gerät ist kaputtgegangen, wir brauchen ein neues."
1950,B1,54,K,main,kaputtmachen,,,Verb,,,,to break / to damage,bozmak / kırmak,ломать / портить,ламати / пошкоджувати,خراب کردن,يكسر,10,21,"Er hat das Spielzeug seines Bruders kaputtgemacht, weil er nicht aufgepasst hat."
1951,B1,54,K,main,Karneval,der,-s/-e,Noun,,,,carnival,karnaval,карнавал,карнавал,کارناوال,كرنفال,6,2,Während des Karnevals tragen viele Menschen bunte Kostüme.
1952,B1,54,N,main,nacht,,,Other,,,,night,gece,ночь,ніч,شب,ليل,3,21,In der Silvesternacht feiern viele Menschen bis tief in die Nacht.
1953,B1,54,K,main,Karotte,die,-n,Noun,,,,carrot,havuç,морковь,морква,هویج,جزرة,5,5,In meinem Eintopf kommen immer Kartoffeln und Karotten.
1954,B1,54,K,main,Karte,die,-n,Noun,,,,card / map / menu,kart / harita / menü,карта / меню,карта / меню / квиток,کارت / نقشه / منو,بطاقة,3,10,Ich schicke dir eine Postkarte aus dem Urlaub.
1955,B1,54,C,main,Chipkarte,die,-n,Noun,,,,chip card / smart card,çipli kart / akıllı kart,чип-карта / смарт-карта,чіп-картка,کارت حافظه,بطاقة ذكية,8,12,Mit der Chipkarte kann man kontaktlos bezahlen.
1956,B1,54,F,main,Fahrkarte,die,-n,Noun,,,,ticket,bilet,билет,квиток,بلیط,تذكرة,8,11,Er hat seine Fahrkarte am Automaten gekauft.
1957,B1,54,K,main,Kartoffel,die,-n,Noun,,,,potato,patates,картофель,картопля,سیب‌زمینی,بطاطس,8,5,Kartoffeln sind in Deutschland eines der beliebtesten Grundnahrungsmittel.
1958,B1,54,D,main,dapfel,,,Other,,,,apple,elma,яблоко,яблуко,سیب,تفاحة,4,21,Er biss in den Apfel und fand ihn sehr saftig.
1959,B1,54,K,main,Käse,der,,Noun,,,,cheese,peynir,сыр,сир,پنیر,جبن,2,5,In Deutschland gibt es über dreihundert verschiedene Käsesorten.
1960,B1,54,K,main,Kasten,der,¨-,Noun,,,,box / crate,kutu / kasa,ящик / коробка,ящик / коробка,جعبه / صندوق,صندوق,4,6,Er trug einen Kasten Wasser aus dem Keller nach oben.
1961,B1,54,K,main,Kasten,der,¨-,Noun,,,,box / crate (duplicate),kutu / kasa,ящик / коробка,ящик / коробка,جعبه / صندوق,صندوق,4,6,Der Kasten mit den Werkzeugen steht in der Garage.
1962,B1,54,K,main,Katalog,der,-e,Noun,,,,catalog,katalog,каталог,каталог,کاتالوگ,كتالوج,5,13,Im Katalog fand sie das passende Modell und bestellte es sofort.
1963,B1,54,K,main,Katastrophe,die,"-n(sich etwas) kaufen, kauft,",Noun,,,,catastrophe / disaster,felaket / yıkım,катастрофа,катастрофа,فاجعه,كارثة,9,21,Das Erdbeben war eine echte Katastrophe für die gesamte Region.
1964,B1,54,K,main,Kauf,der,,Noun,,,,purchase,satın alma,покупка,покупка,خرید,شراء,2,12,Der Kauf eines Hauses will gut geplant sein.
1965,B1,54,S,main,sprechen,,,Verb,,,,to speak,konuşmak,говорить / разговаривать,говорити,صحبت کردن,يتكلم,6,13,Er lernt Italienisch und übt täglich das Sprechen.
1966,B1,54,K,main,keins,,,Other,,,,none / no one,hiçbiri,ни один / ни у кого,жоден / ніхто,هیچکدام,لا شيء,3,21,Sie hat keins der angebotenen Bücher interessiert.
1967,B1,54,G,main,gemütliches,,,Other,,,,cozy,rahat,уютный,затишний (знах.),دنج,مريح,9,21,Das Café hat ein gemütliches Ambiente.
1968,B1,54,N,main,nicht,,,Other,,,,not,değil,не,не,نه,لا,1,21,"Er kann nicht schlafen, weil es zu laut ist."
1969,B1,54,V,main,verbessern,,,Verb,,,,to improve,geliştirmek / iyileştirmek,улучшать,покращувати,بهبود دادن,يُحسِّن,8,21,Er versucht sein Deutsch täglich zu verbessern.
1970,B1,54,V,main,viele,,,Other,,,,many,çok,многие,багато,بسیاری,كثير,1,21,Viele Menschen reisen im Sommer an die See.
1971,B1,54,D,main,dort,,,Other,,,,there,,там,там,آنجا,هناك,2,21,Er hat das Buch dort auf dem Tisch liegenlassen.
1972,B1,54,L,main,leicht,,,Other,,,,easy / light,kolay / hafif,лёгкий,легкий / ненважкий,آسان / سبک,سهل,4,21,"Die Aufgabe ist leicht, wenn man die Regel kennt."
1973,B1,54,G,main,gegangen,,,Verb,,,,gone,gidilmiş,ушёл / пошёл,пішов / пішла,رفته,ذهب,6,21,"Sie ist schon gegangen, bevor ich angekommen bin."
1974,B1,54,D,main,deutschland,,,Other,,,,Germany,Almanya,Германия,Німеччина,آلمان,ألمانيا,9,21,Deutschland ist für seine Ingenieure weltbekannt.
1975,B1,54,K,main,kaufen,,,Verb,,,,to buy,satın almak,покупать,купувати,خریدن,يشتري,4,12,"Er möchte ein Fahrrad kaufen, aber die Preise sind hoch."
1976,B1,54,B,main,bekommen,,,Verb,,,,to get / to receive,almak,получать,отримати / одержати,دریافت کردن,يحصل على,6,21,Er hat heute endlich die Zusage für den Job bekommen.
1977,B1,54,B,main,bestellt,,,Other,,,,ordered,sipariş verilmiş,заказанный,замовлений,سفارش داده شده,طلب,6,21,"Er hat das Essen schon bestellt, bevor die anderen ankamen."
1978,B1,54,E,main,ein,,,Other,,,,a / one,bir,один / какой-то,(артикль),یک,واحد,1,21,Er kaufte ein Brot und ein Glas Marmelade.
1979,B1,55,K,main,Klingel,die,-n,Noun,,,,doorbell / bell,zil / kapı zili,звонок / дверной звонок,дзвінок / дзвоник,زنگ در,جرس الباب,5,6,"Er drückte auf die Klingel, aber niemand öffnete die Tür."
1980,B1,55,K,main,klingen,,,Verb,klingt,klang,hat geklungen,to ring / to sound,çalmak / ses çıkarmak,звенеть / звучать,дзвенів / звучати,زنگ زدن / صدا دادن,يرنّ,5,21,Die Musik klingt sehr schön und beruhigend.
1981,B1,55,K,main,Klinik,die,"-enklopfen, klopft, klopfte,",Noun,,,,clinic / hospital,klinik / hastane,клиника / больница,клініка / лікарня,کلینیک,عيادة,7,4,Er wurde nach dem Unfall sofort in eine Klinik gebracht.
1982,B1,55,K,main,Kloß,der,¨-e,Noun,,,,dumpling,hamur topu / köfte,клёцка,кльоц / кнедлик,کوفته / خمیر,كرة عجين,2,5,Zu einem bayerischen Braten gehören traditionell Klöße.
1983,B1,55,K,main,klug,,,Other,,,,clever / smart,zeki / akıllı,умный / сообразительный,розумний / кмітливий,باهوش / زرنگ,ذكي,2,19,Sie ist sehr klug und findet immer schnell eine Lösung.
1984,B1,55,K,main,knapp,,,Other,,,,barely / tight / scarce,kıl payı / kıt / dar,едва / тесный / ограниченный,ледь / тісний / скупий,به زحمت / تنگ / کم,بالكاد,3,21,Er kam knapp fünf Minuten zu spät zum Vorstellungsgespräch.
1985,B1,55,K,main,Kneipe,die,-n,Noun,,,,pub / bar,bar / meyhane,паб / бар,паб / бар,پاب / بار,حانة,4,5,Nach der Arbeit treffen sie sich manchmal in der Kneipe.
1986,B1,55,K,main,Knie,das,-der,Noun,,,,knee,diz,колено,коліно,زانو,ركبة,2,4,Er hat sich beim Laufen das Knie verletzt.
1987,B1,55,K,main,Knopf,der,¨-e,Noun,,,,button / knob,düğme / topuz,кнопка / ручка,ґудзик / кнопка,دکمه / گره,زر,3,21,"Das Hemd hat einen losen Knopf, den sie festnähen muss."
1988,B1,55,K,main,kochen,,,Verb,kocht,kochte,hat gekocht,to cook,pişirmek / yemek yapmak,готовить,куховарити / готувати,آشپزی کردن,يطبخ,4,5,Sie kocht jeden Sonntag eine große Mahlzeit für die ganze Familie.
1989,B1,55,K,main,Koch,der,¨-e,Noun,,,,cook / chef (male),aşçı (erkek),повар / шеф-повар (муж.),кухар,آشپز (مرد),طباخ,2,8,Der Koch bereitet das Gericht frisch zu.
1990,B1,55,K,main,Köchin,die,-nen,Noun,,,,cook / chef (female),aşçı (kadın),повар / шеф-повар (жен.),кухарка,آشپز (زن),طباخة,4,8,Die Köchin hat das Restaurant mit ihren Rezepten bekannt gemacht.
1991,B1,55,K,main,Koffer,der,-,Noun,,,,suitcase,valiz / bavul,чемодан,валіза,چمدان,حقيبة سفر,4,10,"Er packte seinen Koffer sorgfältig, damit nichts zerdrückt wird."
